"Date","Spot exchange rate, Australian Dollar into US $                          XUDLADD"
"29 May 85","1.5049"
"28 May 85","1.5083"
"24 May 85","1.4673"
"23 May 85","1.4706"
"22 May 85","1.4436"
"21 May 85","1.4451"
"20 May 85","1.4382"
"17 May 85","1.4603"
"16 May 85","1.4717"
"15 May 85","1.4545"
"14 May 85","1.4399"
"13 May 85","1.4327"
"10 May 85","1.4503"
"09 May 85","1.4514"
"08 May 85","1.4652"
"07 May 85","1.4925"
"03 May 85","1.514"
"02 May 85","1.5396"
"01 May 85","1.548"
"30 Apr 85","1.5468"
"29 Apr 85","1.5255"
"26 Apr 85","1.5015"
"25 Apr 85","1.4815"
"24 Apr 85","1.5209"
"23 Apr 85","1.5504"
"22 Apr 85","1.5736"
"19 Apr 85","1.5516"
"18 Apr 85","1.5373"
"17 Apr 85","1.5444"
"16 Apr 85","1.5004"
"15 Apr 85","1.497"
"12 Apr 85","1.4948"
"11 Apr 85","1.4892"
"10 Apr 85","1.4914"
"09 Apr 85","1.4981"
"04 Apr 85","1.5302"
"03 Apr 85","1.5117"
"02 Apr 85","1.4826"
"01 Apr 85","1.4749"
"29 Mar 85","1.4275"
"28 Mar 85","1.4225"
"27 Mar 85","1.412"
"26 Mar 85","1.4296"
"25 Mar 85","1.4347"
"22 Mar 85","1.4249"
"21 Mar 85","1.4114"
"20 Mar 85","1.4378"
"19 Mar 85","1.4378"
"18 Mar 85","1.4461"
"15 Mar 85","1.4535"
"14 Mar 85","1.4482"
"13 Mar 85","1.4399"
"12 Mar 85","1.4364"
"11 Mar 85","1.4235"
"08 Mar 85","1.441"
"07 Mar 85","1.4461"
"06 Mar 85","1.4669"
"05 Mar 85","1.444"
"04 Mar 85","1.4134"
"01 Mar 85","1.4084"
"28 Feb 85","1.4094"
"27 Feb 85","1.3986"
"26 Feb 85","1.4296"
"25 Feb 85","1.443"
"22 Feb 85","1.4184"
"21 Feb 85","1.3937"
"20 Feb 85","1.4706"
"19 Feb 85","1.4674"
"18 Feb 85","1.3605"
"15 Feb 85","1.3523"
"14 Feb 85","1.3417"
"13 Feb 85","1.3492"
"12 Feb 85","1.3365"
"11 Feb 85","1.3142"
"08 Feb 85","1.2953"
"07 Feb 85","1.3065"
"06 Feb 85","1.2802"
"05 Feb 85","1.2804"
"04 Feb 85","1.26"
"01 Feb 85","1.2358"
"31 Jan 85","1.2289"
"30 Jan 85","1.225"
"29 Jan 85","1.2244"
"28 Jan 85","1.2243"
"25 Jan 85","1.2256"
"24 Jan 85","1.2268"
"23 Jan 85","1.2317"
"22 Jan 85","1.2294"
"21 Jan 85","1.2244"
"18 Jan 85","1.227"
"17 Jan 85","1.2213"
"16 Jan 85","1.2201"
"15 Jan 85","1.2265"
"14 Jan 85","1.2225"
"11 Jan 85","1.2162"
"10 Jan 85","1.2237"
"09 Jan 85","1.2262"
"08 Jan 85","1.2358"
"07 Jan 85","1.2447"
"04 Jan 85","1.2277"
"03 Jan 85","1.2255"
"02 Jan 85","1.2252"
"31 Dec 84","1.2115"
"28 Dec 84","1.2073"
"27 Dec 84","1.2052"
"24 Dec 84","1.1954"
"21 Dec 84","1.2"
"20 Dec 84","1.2012"
"19 Dec 84","1.2005"
"18 Dec 84","1.1954"
"17 Dec 84","1.1929"
"14 Dec 84","1.1956"
"13 Dec 84","1.1878"
"12 Dec 84","1.1808"
"11 Dec 84","1.1843"
"10 Dec 84","1.1871"
"07 Dec 84","1.1759"
"06 Dec 84","1.1777"
"05 Dec 84","1.1704"
"04 Dec 84","1.1686"
"03 Dec 84","1.1693"
"30 Nov 84","1.1656"
"29 Nov 84","1.1617"
"28 Nov 84","1.1647"
"27 Nov 84","1.1686"
"26 Nov 84","1.1715"
"23 Nov 84","1.1669"
"22 Nov 84","1.1652"
"21 Nov 84","1.1725"
"20 Nov 84","1.1662"
"19 Nov 84","1.1655"
"16 Nov 84","1.1626"
"15 Nov 84","1.1652"
"14 Nov 84","1.1617"
"13 Nov 84","1.1565"
"12 Nov 84","1.1605"
"09 Nov 84","1.1614"
"08 Nov 84","1.1578"
"07 Nov 84","1.1578"
"06 Nov 84","1.161"
"05 Nov 84","1.1605"
"02 Nov 84","1.1651"
"01 Nov 84","1.1707"
"31 Oct 84","1.19"
"30 Oct 84","1.1817"
"29 Oct 84","1.1867"
"26 Oct 84","1.1794"
"25 Oct 84","1.1767"
"24 Oct 84","1.182"
"23 Oct 84","1.1953"
"22 Oct 84","1.1977"
"19 Oct 84","1.199"
"18 Oct 84","1.1929"
"17 Oct 84","1.2029"
"16 Oct 84","1.2055"
"15 Oct 84","1.206"
"12 Oct 84","1.2021"
"11 Oct 84","1.2029"
"10 Oct 84","1.2034"
"09 Oct 84","1.1995"
"08 Oct 84","1.2002"
"05 Oct 84","1.2"
"04 Oct 84","1.2012"
"03 Oct 84","1.1987"
"02 Oct 84","1.2016"
"01 Oct 84","1.2015"
"28 Sep 84","1.201"
"27 Sep 84","1.1976"
"26 Sep 84","1.2073"
"25 Sep 84","1.2045"
"24 Sep 84","1.201"
"21 Sep 84","1.2005"
"20 Sep 84","1.207"
"19 Sep 84","1.2055"
"18 Sep 84","1.2076"
"17 Sep 84","1.2109"
"14 Sep 84","1.2025"
"13 Sep 84","1.2038"
"12 Sep 84","1.1993"
"11 Sep 84","1.2005"
"10 Sep 84","1.2039"
"07 Sep 84","1.2044"
"06 Sep 84","1.199"
"05 Sep 84","1.2038"
"04 Sep 84","1.1906"
"03 Sep 84","1.1881"
"31 Aug 84","1.1778"
"30 Aug 84","1.1776"
"29 Aug 84","1.1714"
"28 Aug 84","1.1758"
"24 Aug 84","1.169"
"23 Aug 84","1.1683"
"22 Aug 84","1.17"
"21 Aug 84","1.1714"
"20 Aug 84","1.1679"
"17 Aug 84","1.1726"
"16 Aug 84","1.1831"
"15 Aug 84","1.185"
"14 Aug 84","1.1854"
"13 Aug 84","1.1892"
"10 Aug 84","1.1872"
"09 Aug 84","1.1889"
"08 Aug 84","1.1861"
"07 Aug 84","1.1882"
"06 Aug 84","1.1883"
"03 Aug 84","1.1851"
"02 Aug 84","1.1967"
"01 Aug 84","1.1979"
"31 Jul 84","1.1972"
"30 Jul 84","1.2063"
"27 Jul 84","1.1993"
"26 Jul 84","1.1946"
"25 Jul 84","1.2008"
"24 Jul 84","1.2142"
"23 Jul 84","1.222"
"20 Jul 84","1.2093"
"19 Jul 84","1.2071"
"18 Jul 84","1.2063"
"17 Jul 84","1.2012"
"16 Jul 84","1.1954"
"13 Jul 84","1.1912"
"12 Jul 84","1.2055"
"11 Jul 84","1.2139"
"10 Jul 84","1.2044"
"09 Jul 84","1.2038"
"06 Jul 84","1.1834"
"05 Jul 84","1.1765"
"04 Jul 84","1.1696"
"03 Jul 84","1.1729"
"02 Jul 84","1.1647"
"29 Jun 84","1.1617"
"28 Jun 84","1.1561"
"27 Jun 84","1.1587"
"26 Jun 84","1.1625"
"25 Jun 84","1.1697"
"22 Jun 84","1.1509"
"21 Jun 84","1.1515"
"20 Jun 84","1.1374"
"19 Jun 84","1.1313"
"18 Jun 84","1.1333"
"15 Jun 84","1.1293"
"14 Jun 84","1.1214"
"13 Jun 84","1.1196"
"12 Jun 84","1.1166"
"11 Jun 84","1.1144"
"08 Jun 84","1.1142"
"07 Jun 84","1.1154"
"06 Jun 84","1.1159"
"05 Jun 84","1.1148"
"04 Jun 84","1.1053"
"01 Jun 84","1.107"
"31 May 84","1.1121"
"30 May 84","1.1117"
"29 May 84","1.1135"
"25 May 84","1.112"
"24 May 84","1.1117"
"23 May 84","1.1044"
"22 May 84","1.1111"
"21 May 84","1.1171"
"18 May 84","1.1181"
"17 May 84","1.1127"
"16 May 84","1.1056"
"15 May 84","1.1125"
"14 May 84","1.1159"
"11 May 84","1.1094"
"10 May 84","1.1072"
"09 May 84","1.0993"
"08 May 84","1.0969"
"04 May 84","1.0779"
"03 May 84","1.0728"
"02 May 84","1.0764"
"01 May 84","1.0828"
"30 Apr 84","1.088"
"27 Apr 84","1.0855"
"26 Apr 84","1.0875"
"25 Apr 84","1.0873"
"24 Apr 84","1.0887"
"19 Apr 84","1.0832"
"18 Apr 84","1.0845"
"17 Apr 84","1.0851"
"16 Apr 84","1.0906"
"13 Apr 84","1.0894"
"12 Apr 84","1.0838"
"11 Apr 84","1.0799"
"10 Apr 84","1.0905"
"09 Apr 84","1.0907"
"06 Apr 84","1.0834"
"05 Apr 84","1.0703"
"04 Apr 84","1.0634"
"03 Apr 84","1.0651"
"02 Apr 84","1.0608"
"30 Mar 84","1.068"
"29 Mar 84","1.0644"
"28 Mar 84","1.066"
"27 Mar 84","1.0544"
"26 Mar 84","1.0499"
"23 Mar 84","1.061"
"22 Mar 84","1.0635"
"21 Mar 84","1.051"
"20 Mar 84","1.0454"
"19 Mar 84","1.0475"
"16 Mar 84","1.0379"
"15 Mar 84","1.0375"
"14 Mar 84","1.0347"
"13 Mar 84","1.0385"
"12 Mar 84","1.0466"
"09 Mar 84","1.0473"
"08 Mar 84","1.0494"
"07 Mar 84","1.0488"
"06 Mar 84","1.0473"
"05 Mar 84","1.0473"
"02 Mar 84","1.0579"
"01 Mar 84","1.0589"
"29 Feb 84","1.0595"
"28 Feb 84","1.0591"
"27 Feb 84","1.0607"
"24 Feb 84","1.0595"
"23 Feb 84","1.0591"
"22 Feb 84","1.0596"
"21 Feb 84","1.0656"
"20 Feb 84","1.0591"
"17 Feb 84","1.0584"
"16 Feb 84","1.0593"
"15 Feb 84","1.0665"
"14 Feb 84","1.0697"
"13 Feb 84","1.0733"
"10 Feb 84","1.075"
"09 Feb 84","1.0737"
"08 Feb 84","1.0783"
"07 Feb 84","1.0848"
"06 Feb 84","1.0852"
"03 Feb 84","1.0853"
"02 Feb 84","1.0834"
"01 Feb 84","1.0854"
"31 Jan 84","1.0893"
"30 Jan 84","1.0891"
"27 Jan 84","1.0942"
"26 Jan 84","1.0974"
"25 Jan 84","1.0997"
"24 Jan 84","1.1034"
"23 Jan 84","1.1064"
"20 Jan 84","1.1085"
"19 Jan 84","1.1093"
"18 Jan 84","1.1097"
"17 Jan 84","1.1075"
"16 Jan 84","1.104"
"13 Jan 84","1.1026"
"12 Jan 84","1.1064"
"11 Jan 84","1.1044"
"10 Jan 84","1.0995"
"09 Jan 84","1.1001"
"06 Jan 84","1.0989"
"05 Jan 84","1.111"
"04 Jan 84","1.1147"
"03 Jan 84","1.1117"
"30 Dec 83","1.1127"
"29 Dec 83","1.1148"
"28 Dec 83","1.1125"
"23 Dec 83","1.1099"
"22 Dec 83","1.105"
"21 Dec 83","1.1287"
"20 Dec 83","1.1357"
"19 Dec 83","1.1355"
"16 Dec 83","1.1201"
"15 Dec 83","1.1171"
"14 Dec 83","1.1171"
"13 Dec 83","1.109"
"12 Dec 83","1.0968"
"09 Dec 83","1.0983"
"08 Dec 83","1.1126"
"07 Dec 83","1.1006"
"06 Dec 83","1.0997"
"05 Dec 83","1.0996"
"02 Dec 83","1.0875"
"01 Dec 83","1.0844"
"30 Nov 83","1.0925"
"29 Nov 83","1.0976"
"28 Nov 83","1.0938"
"25 Nov 83","1.093"
"24 Nov 83","1.0894"
"23 Nov 83","1.0861"
"22 Nov 83","1.0859"
"21 Nov 83","1.0882"
"18 Nov 83","1.0898"
"17 Nov 83","1.0898"
"16 Nov 83","1.0854"
"15 Nov 83","1.0887"
"14 Nov 83","1.0887"
"11 Nov 83","1.0896"
"10 Nov 83","1.0908"
"09 Nov 83","1.0958"
"08 Nov 83","1.0962"
"07 Nov 83","1.0979"
"04 Nov 83","1.0969"
"03 Nov 83","1.093"
"02 Nov 83","1.0948"
"01 Nov 83","1.0943"
"31 Oct 83","1.0937"
"28 Oct 83","1.0886"
"27 Oct 83","1.0891"
"26 Oct 83","1.0899"
"25 Oct 83","1.0875"
"24 Oct 83","1.0879"
"21 Oct 83","1.0855"
"20 Oct 83","1.0916"
"19 Oct 83","1.0919"
"18 Oct 83","1.0901"
"17 Oct 83","1.0901"
"14 Oct 83","1.0976"
"13 Oct 83","1.0972"
"12 Oct 83","1.0953"
"11 Oct 83","1.0919"
"10 Oct 83","1.0875"
"07 Oct 83","1.0934"
"06 Oct 83","1.0956"
"05 Oct 83","1.1045"
"04 Oct 83","1.1118"
"03 Oct 83","1.1127"
"30 Sep 83","1.1144"
"29 Sep 83","1.1148"
"28 Sep 83","1.113"
"27 Sep 83","1.1147"
"26 Sep 83","1.1132"
"23 Sep 83","1.1186"
"22 Sep 83","1.1198"
"21 Sep 83","1.1212"
"20 Sep 83","1.1231"
"19 Sep 83","1.1256"
"16 Sep 83","1.1287"
"15 Sep 83","1.127"
"14 Sep 83","1.1288"
"13 Sep 83","1.1268"
"12 Sep 83","1.1281"
"09 Sep 83","1.1361"
"08 Sep 83","1.1413"
"07 Sep 83","1.1413"
"06 Sep 83","1.1395"
"05 Sep 83","1.1406"
"02 Sep 83","1.1414"
"01 Sep 83","1.1396"
"31 Aug 83","1.1395"
"30 Aug 83","1.138"
"26 Aug 83","1.1331"
"25 Aug 83","1.1254"
"24 Aug 83","1.1281"
"23 Aug 83","1.1242"
"22 Aug 83","1.1292"
"19 Aug 83","1.1316"
"18 Aug 83","1.1308"
"17 Aug 83","1.1337"
"16 Aug 83","1.1371"
"15 Aug 83","1.1439"
"12 Aug 83","1.1476"
"11 Aug 83","1.1474"
"10 Aug 83","1.1438"
"09 Aug 83","1.1412"
"08 Aug 83","1.1439"
"05 Aug 83","1.1431"
"04 Aug 83","1.1409"
"03 Aug 83","1.1415"
"02 Aug 83","1.1389"
"01 Aug 83","1.1371"
"29 Jul 83","1.1357"
"28 Jul 83","1.134"
"27 Jul 83","1.1361"
"26 Jul 83","1.1368"
"25 Jul 83","1.1368"
"22 Jul 83","1.1376"
"21 Jul 83","1.1352"
"20 Jul 83","1.1422"
"19 Jul 83","1.1447"
"18 Jul 83","1.1476"
"15 Jul 83","1.1488"
"14 Jul 83","1.1463"
"13 Jul 83","1.1468"
"12 Jul 83","1.1461"
"11 Jul 83","1.1445"
"08 Jul 83","1.1445"
"07 Jul 83","1.1448"
"06 Jul 83","1.1444"
"05 Jul 83","1.1439"
"04 Jul 83","1.143"
"01 Jul 83","1.1413"
"30 Jun 83","1.1423"
"29 Jun 83","1.1426"
"28 Jun 83","1.1426"
"27 Jun 83","1.1406"
"24 Jun 83","1.1384"
"23 Jun 83","1.1383"
"22 Jun 83","1.1395"
"21 Jun 83","1.141"
"20 Jun 83","1.141"
"17 Jun 83","1.1414"
"16 Jun 83","1.1415"
"15 Jun 83","1.1444"
"14 Jun 83","1.1436"
"13 Jun 83","1.14"
"10 Jun 83","1.1405"
"09 Jun 83","1.1402"
"08 Jun 83","1.1395"
"07 Jun 83","1.1377"
"06 Jun 83","1.1358"
"03 Jun 83","1.1353"
"02 Jun 83","1.1338"
"01 Jun 83","1.1366"
"31 May 83","1.1342"
"27 May 83","1.1324"
"26 May 83","1.1333"
"25 May 83","1.1331"
"24 May 83","1.1326"
"23 May 83","1.1349"
"20 May 83","1.1329"
"19 May 83","1.1326"
"18 May 83","1.1305"
"17 May 83","1.1325"
"16 May 83","1.1294"
"13 May 83","1.131"
"12 May 83","1.1343"
"11 May 83","1.1395"
"10 May 83","1.1464"
"09 May 83","1.1449"
"06 May 83","1.1474"
"05 May 83","1.1474"
"04 May 83","1.148"
"03 May 83","1.151"
"29 Apr 83","1.1529"
"28 Apr 83","1.1529"
"27 Apr 83","1.1505"
"26 Apr 83","1.1518"
"25 Apr 83","1.1484"
"22 Apr 83","1.1503"
"21 Apr 83","1.1497"
"20 Apr 83","1.1509"
"19 Apr 83","1.1514"
"18 Apr 83","1.1506"
"15 Apr 83","1.151"
"14 Apr 83","1.1526"
"13 Apr 83","1.1519"
"12 Apr 83","1.1526"
"11 Apr 83","1.1526"
"08 Apr 83","1.1554"
"07 Apr 83","1.1542"
"06 Apr 83","1.1529"
"05 Apr 83","1.1551"
"31 Mar 83","1.1561"
"30 Mar 83","1.1542"
"29 Mar 83","1.1538"
"28 Mar 83","1.1554"
"25 Mar 83","1.1525"
"24 Mar 83","1.1489"
"23 Mar 83","1.1529"
"22 Mar 83","1.1529"
"21 Mar 83","1.1533"
"18 Mar 83","1.1514"
"17 Mar 83","1.1447"
"16 Mar 83","1.1444"
"15 Mar 83","1.1412"
"14 Mar 83","1.1432"
"11 Mar 83","1.1655"
"10 Mar 83","1.1659"
"09 Mar 83","1.1711"
"08 Mar 83","1.1696"
"07 Mar 83","1.0538"
"04 Mar 83","1.0566"
"03 Mar 83","1.0535"
"02 Mar 83","1.0527"
"01 Mar 83","1.0524"
"28 Feb 83","1.0479"
"25 Feb 83","1.0404"
"24 Feb 83","1.0406"
"23 Feb 83","1.0396"
"22 Feb 83","1.0354"
"21 Feb 83","1.0327"
"18 Feb 83","1.032"
"17 Feb 83","1.0318"
"16 Feb 83","1.0303"
"15 Feb 83","1.0296"
"14 Feb 83","1.0307"
"11 Feb 83","1.0296"
"10 Feb 83","1.0307"
"09 Feb 83","1.0307"
"08 Feb 83","1.0315"
"07 Feb 83","1.0355"
"04 Feb 83","1.0368"
"03 Feb 83","1.0357"
"02 Feb 83","1.0368"
"01 Feb 83","1.032"
"31 Jan 83","1.0318"
"28 Jan 83","1.0272"
"27 Jan 83","1.0269"
"26 Jan 83","1.0242"
"25 Jan 83","1.0214"
"24 Jan 83","1.0272"
"21 Jan 83","1.0206"
"20 Jan 83","1.0208"
"19 Jan 83","1.0194"
"18 Jan 83","1.0152"
"17 Jan 83","1.0103"
"14 Jan 83","1.0114"
"13 Jan 83","1.0095"
"12 Jan 83","1.0104"
"11 Jan 83","1.0108"
"10 Jan 83","1.0103"
"07 Jan 83","1.0123"
"06 Jan 83","1.0138"
"05 Jan 83","1.0133"
"04 Jan 83","1.0143"
"31 Dec 82","1.0204"
"30 Dec 82","1.0192"
"29 Dec 82","1.0183"
"24 Dec 82","1.0267"
"23 Dec 82","1.0286"
"22 Dec 82","1.0286"
"21 Dec 82","1.0317"
"20 Dec 82","1.0338"
"17 Dec 82","1.0343"
"16 Dec 82","1.036"
"15 Dec 82","1.0384"
"14 Dec 82","1.0404"
"13 Dec 82","1.0424"
"10 Dec 82","1.0379"
"09 Dec 82","1.0384"
"08 Dec 82","1.0365"
"07 Dec 82","1.0352"
"06 Dec 82","1.0362"
"03 Dec 82","1.0391"
"02 Dec 82","1.0406"
"01 Dec 82","1.0402"
"30 Nov 82","1.0466"
"29 Nov 82","1.0468"
"26 Nov 82","1.0488"
"25 Nov 82","1.049"
"24 Nov 82","1.0524"
"23 Nov 82","1.0571"
"22 Nov 82","1.0541"
"19 Nov 82","1.0585"
"18 Nov 82","1.0624"
"17 Nov 82","1.0607"
"16 Nov 82","1.0621"
"15 Nov 82","1.0648"
"12 Nov 82","1.0643"
"11 Nov 82","1.0633"
"10 Nov 82","1.0613"
"09 Nov 82","1.0684"
"08 Nov 82","1.071"
"05 Nov 82","1.0708"
"04 Nov 82","1.0708"
"03 Nov 82","1.0685"
"02 Nov 82","1.0673"
"01 Nov 82","1.0688"
"29 Oct 82","1.0686"
"28 Oct 82","1.0696"
"27 Oct 82","1.068"
"26 Oct 82","1.068"
"25 Oct 82","1.0664"
"22 Oct 82","1.0636"
"21 Oct 82","1.0622"
"20 Oct 82","1.0621"
"19 Oct 82","1.0574"
"18 Oct 82","1.0574"
"15 Oct 82","1.0584"
"14 Oct 82","1.0544"
"13 Oct 82","1.0515"
"12 Oct 82","1.0484"
"11 Oct 82","1.0507"
"08 Oct 82","1.0516"
"07 Oct 82","1.0561"
"06 Oct 82","1.0587"
"05 Oct 82","1.0591"
"04 Oct 82","1.0566"
"01 Oct 82","1.0539"
"30 Sep 82","1.0532"
"29 Sep 82","1.0524"
"28 Sep 82","1.053"
"27 Sep 82","1.0496"
"24 Sep 82","1.049"
"23 Sep 82","1.0454"
"22 Sep 82","1.0449"
"21 Sep 82","1.0457"
"20 Sep 82","1.0442"
"17 Sep 82","1.0438"
"16 Sep 82","1.0466"
"15 Sep 82","1.0443"
"14 Sep 82","1.0446"
"13 Sep 82","1.046"
"10 Sep 82","1.0407"
"09 Sep 82","1.0367"
"08 Sep 82","1.0371"
"07 Sep 82","1.0334"
"06 Sep 82","1.0337"
"03 Sep 82","1.0321"
"02 Sep 82","1.0315"
"01 Sep 82","1.0343"
"31 Aug 82","1.0358"
"27 Aug 82","1.0272"
"26 Aug 82","1.0197"
"25 Aug 82","1.0166"
"24 Aug 82","1.0207"
"23 Aug 82","1.023"
"20 Aug 82","1.026"
"19 Aug 82","1.0314"
"18 Aug 82","1.0264"
"17 Aug 82","1.0307"
"16 Aug 82","1.0281"
"13 Aug 82","1.0253"
"12 Aug 82","1.0256"
"11 Aug 82","1.0224"
"10 Aug 82","1.0194"
"09 Aug 82","1.0197"
"06 Aug 82","1.0157"
"05 Aug 82","1.0121"
"04 Aug 82","1.0094"
"03 Aug 82","1.0048"
"02 Aug 82","1.0033"
"30 Jul 82","1.007"
"29 Jul 82","1.002"
"28 Jul 82","0.9976"
"27 Jul 82","0.995"
"26 Jul 82","0.9919"
"23 Jul 82","0.9955"
"22 Jul 82","0.9906"
"21 Jul 82","0.9893"
"20 Jul 82","0.9891"
"19 Jul 82","0.9866"
"16 Jul 82","0.9881"
"15 Jul 82","0.9885"
"14 Jul 82","0.9879"
"13 Jul 82","0.9876"
"12 Jul 82","0.9839"
"09 Jul 82","0.9845"
"08 Jul 82","0.9864"
"07 Jul 82","0.9875"
"06 Jul 82","0.9824"
"05 Jul 82","0.9825"
"02 Jul 82","0.9804"
"01 Jul 82","0.9794"
"30 Jun 82","0.9773"
"29 Jun 82","0.9815"
"28 Jun 82","0.9818"
"25 Jun 82","0.98"
"24 Jun 82","0.9766"
"23 Jun 82","0.9791"
"22 Jun 82","0.9768"
"21 Jun 82","0.9794"
"18 Jun 82","0.9756"
"17 Jun 82","0.9739"
"16 Jun 82","0.9702"
"15 Jun 82","0.968"
"14 Jun 82","0.966"
"11 Jun 82","0.9615"
"10 Jun 82","0.9627"
"09 Jun 82","0.9603"
"08 Jun 82","0.9586"
"07 Jun 82","0.9563"
"04 Jun 82","0.9542"
"03 Jun 82","0.9538"
"02 Jun 82","0.9575"
"01 Jun 82","0.9556"
"28 May 82","0.9518"
"27 May 82","0.9492"
"26 May 82","0.9479"
"25 May 82","0.9477"
"24 May 82","0.9452"
"21 May 82","0.9448"
"20 May 82","0.9487"
"19 May 82","0.9477"
"18 May 82","0.9464"
"17 May 82","0.9437"
"14 May 82","0.942"
"13 May 82","0.9411"
"12 May 82","0.9383"
"11 May 82","0.9378"
"10 May 82","0.9371"
"07 May 82","0.9362"
"06 May 82","0.9384"
"05 May 82","0.9421"
"04 May 82","0.9426"
"30 Apr 82","0.9413"
"29 Apr 82","0.9428"
"28 Apr 82","0.9437"
"27 Apr 82","0.9465"
"26 Apr 82","0.947"
"23 Apr 82","0.9482"
"22 Apr 82","0.9489"
"21 Apr 82","0.9488"
"20 Apr 82","0.9489"
"19 Apr 82","0.953"
"16 Apr 82","0.9544"
"15 Apr 82","0.9548"
"14 Apr 82","0.9538"
"13 Apr 82","0.954"
"08 Apr 82","0.9558"
"07 Apr 82","0.9527"
"06 Apr 82","0.954"
"05 Apr 82","0.9531"
"02 Apr 82","0.9509"
"01 Apr 82","0.9508"
"31 Mar 82","0.9528"
"30 Mar 82","0.9511"
"29 Mar 82","0.9516"
"26 Mar 82","0.949"
"25 Mar 82","0.9478"
"24 Mar 82","0.945"
"23 Mar 82","0.9472"
"22 Mar 82","0.9477"
"19 Mar 82","0.9463"
"18 Mar 82","0.9444"
"17 Mar 82","0.9429"
"16 Mar 82","0.9439"
"15 Mar 82","0.9444"
"12 Mar 82","0.9432"
"11 Mar 82","0.9413"
"10 Mar 82","0.9401"
"09 Mar 82","0.9393"
"08 Mar 82","0.9344"
"05 Mar 82","0.9348"
"04 Mar 82","0.9351"
"03 Mar 82","0.9343"
"02 Mar 82","0.9339"
"01 Mar 82","0.9336"
"26 Feb 82","0.9319"
"25 Feb 82","0.9295"
"24 Feb 82","0.9278"
"23 Feb 82","0.9266"
"22 Feb 82","0.9236"
"19 Feb 82","0.924"
"18 Feb 82","0.9271"
"17 Feb 82","0.9274"
"16 Feb 82","0.9278"
"15 Feb 82","0.9251"
"12 Feb 82","0.9224"
"11 Feb 82","0.9196"
"10 Feb 82","0.92"
"09 Feb 82","0.9202"
"08 Feb 82","0.9163"
"05 Feb 82","0.9156"
"04 Feb 82","0.9149"
"03 Feb 82","0.9149"
"02 Feb 82","0.9129"
"01 Feb 82","0.9123"
"29 Jan 82","0.9174"
"28 Jan 82","0.9087"
"27 Jan 82","0.9055"
"26 Jan 82","0.906"
"25 Jan 82","0.9056"
"22 Jan 82","0.9003"
"21 Jan 82","0.8981"
"20 Jan 82","0.8981"
"19 Jan 82","0.897"
"18 Jan 82","0.8969"
"15 Jan 82","0.8966"
"14 Jan 82","0.8978"
"13 Jan 82","0.8943"
"12 Jan 82","0.894"
"11 Jan 82","0.8928"
"08 Jan 82","0.889"
"07 Jan 82","0.8894"
"06 Jan 82","0.8858"
"05 Jan 82","0.8864"
"04 Jan 82","0.8853"
"31 Dec 81","0.8868"
"30 Dec 81","0.8875"
"29 Dec 81","0.8881"
"24 Dec 81","0.8875"
"23 Dec 81","0.8864"
"22 Dec 81","0.8855"
"21 Dec 81","0.8854"
"18 Dec 81","0.8856"
"17 Dec 81","0.883"
"16 Dec 81","0.8824"
"15 Dec 81","0.8832"
"14 Dec 81","0.8848"
"11 Dec 81","0.882"
"10 Dec 81","0.8803"
"09 Dec 81","0.8778"
"08 Dec 81","0.8782"
"07 Dec 81","0.8733"
"04 Dec 81","0.873"
"03 Dec 81","0.8746"
"02 Dec 81","0.8721"
"01 Dec 81","0.8708"
"30 Nov 81","0.8675"
"27 Nov 81","0.8687"
"26 Nov 81","0.8696"
"25 Nov 81","0.869"
"24 Nov 81","0.8718"
"23 Nov 81","0.872"
"20 Nov 81","0.8729"
"19 Nov 81","0.8712"
"18 Nov 81","0.8736"
"17 Nov 81","0.8738"
"16 Nov 81","0.8732"
"13 Nov 81","0.8743"
"12 Nov 81","0.8741"
"11 Nov 81","0.8751"
"10 Nov 81","0.8757"
"09 Nov 81","0.874"
"06 Nov 81","0.8755"
"05 Nov 81","0.873"
"04 Nov 81","0.8741"
"03 Nov 81","0.8753"
"02 Nov 81","0.8753"
"30 Oct 81","0.8801"
"29 Oct 81","0.8803"
"28 Oct 81","0.8823"
"27 Oct 81","0.8822"
"26 Oct 81","0.8818"
"23 Oct 81","0.878"
"22 Oct 81","0.8807"
"21 Oct 81","0.8787"
"20 Oct 81","0.876"
"19 Oct 81","0.875"
"16 Oct 81","0.8754"
"15 Oct 81","0.8708"
"14 Oct 81","0.8695"
"13 Oct 81","0.8678"
"12 Oct 81","0.8654"
"09 Oct 81","0.8655"
"08 Oct 81","0.8659"
"07 Oct 81","0.8671"
"06 Oct 81","0.8681"
"05 Oct 81","0.8696"
"02 Oct 81","0.8726"
"01 Oct 81","0.8744"
"30 Sep 81","0.875"
"29 Sep 81","0.8735"
"28 Sep 81","0.8754"
"25 Sep 81","0.8731"
"24 Sep 81","0.8722"
"23 Sep 81","0.8667"
"22 Sep 81","0.8636"
"21 Sep 81","0.8638"
"18 Sep 81","0.8649"
"17 Sep 81","0.8642"
"16 Sep 81","0.866"
"15 Sep 81","0.8677"
"14 Sep 81","0.8714"
"11 Sep 81","0.8751"
"10 Sep 81","0.8758"
"09 Sep 81","0.8751"
"08 Sep 81","0.8732"
"07 Sep 81","0.8715"
"04 Sep 81","0.8699"
"03 Sep 81","0.8696"
"02 Sep 81","0.8703"
"01 Sep 81","0.8731"
"28 Aug 81","0.8704"
