SERIES,DESCRIPTION,,
XUDLERD,Spot exchange rate - Euro into US $,,
XUDLGBD,Spot exchange rate - Sterling into US$,,
XUDLJYD,Spot exchange rate - Japanese Yen into US $,,
,,,
DATE,XUDLERD,XUDLGBD,XUDLJYD
1-Sep-98,0.8942,0.5962,136.42
2-Sep-98,0.8948,0.5989,137.85
3-Sep-98,0.8815,0.5947,134.57
4-Sep-98,0.8864,0.5975,134.33
7-Sep-98,0.882,0.5993,131.68
8-Sep-98,0.8832,0.6035,132.55
9-Sep-98,0.881,0.6013,137.05
10-Sep-98,0.8647,0.5946,134.11
11-Sep-98,0.8622,0.5938,131.06
14-Sep-98,0.8701,0.5965,133.1
15-Sep-98,0.8623,0.5976,132.8
16-Sep-98,0.8646,0.5967,134.9
17-Sep-98,0.859,0.5929,132.2
18-Sep-98,0.8645,0.5938,132.86
21-Sep-98,0.8598,0.5937,133.42
22-Sep-98,0.8613,0.5941,135.25
23-Sep-98,0.8623,0.5944,136.33
24-Sep-98,0.8578,0.5909,135.72
25-Sep-98,0.8543,0.5874,135.37
28-Sep-98,0.8589,0.5867,136.36
29-Sep-98,0.8576,0.5859,134.02
30-Sep-98,0.8543,0.5883,136.18
1-Oct-98,0.8435,0.5876,135.58
2-Oct-98,0.8366,0.5853,134.74
5-Oct-98,0.8357,0.5915,134.43
6-Oct-98,0.8378,0.5932,132
7-Oct-98,0.8248,0.5894,123.55
8-Oct-98,0.8223,0.5817,119
9-Oct-98,0.8351,0.5838,117.25
12-Oct-98,0.8433,0.5905,118.24
13-Oct-98,0.8368,0.5874,119.58
14-Oct-98,0.8406,0.5865,118.87
15-Oct-98,0.8302,0.5866,117.35
16-Oct-98,0.8299,0.5876,115.9
19-Oct-98,0.8327,0.5886,114.63
20-Oct-98,0.8389,0.5865,117.75
21-Oct-98,0.8419,0.5888,117.4
22-Oct-98,0.8376,0.5892,117.75
23-Oct-98,0.8356,0.5908,118.18
26-Oct-98,0.8407,0.5929,118.62
27-Oct-98,0.8477,0.5994,118.45
28-Oct-98,0.8472,0.5983,117.98
29-Oct-98,0.8439,0.5958,116.72
30-Oct-98,0.8466,0.5969,116.63
2-Nov-98,0.8439,0.5996,114.87
3-Nov-98,0.8479,0.6036,115.31
4-Nov-98,0.8534,0.604,116.7
5-Nov-98,0.8477,0.6016,117.04
6-Nov-98,0.8497,0.6014,118.31
9-Nov-98,0.8626,0.6026,121.34
10-Nov-98,0.8609,0.6016,122.47
11-Nov-98,0.8579,0.602,121.71
12-Nov-98,0.8654,0.6049,123.85
13-Nov-98,0.8637,0.6003,122.26
16-Nov-98,0.8521,0.5968,119.83
17-Nov-98,0.8534,0.5967,120.95
18-Nov-98,0.8527,0.5976,121.33
19-Nov-98,0.8588,0.5995,118.73
20-Nov-98,0.8635,0.6036,120.23
23-Nov-98,0.8713,0.6049,120.99
24-Nov-98,0.8714,0.6018,120.62
25-Nov-98,0.8715,0.6018,121.93
26-Nov-98,0.871,0.602,122.51
27-Nov-98,0.8734,0.6038,123.03
30-Nov-98,0.8647,0.6056,122.92
1-Dec-98,0.858,0.605,121.93
2-Dec-98,0.8552,0.6019,120.53
3-Dec-98,0.856,0.6013,118.8
4-Dec-98,0.8564,0.6009,118.51
7-Dec-98,0.8572,0.6053,119.61
8-Dec-98,0.8544,0.605,119.57
9-Dec-98,0.8528,0.6031,117.72
10-Dec-98,0.8484,0.6009,117.28
11-Dec-98,0.8456,0.5945,117.1
14-Dec-98,0.8447,0.5928,115.39
15-Dec-98,0.8483,0.594,116.35
16-Dec-98,0.8523,0.5967,115.81
17-Dec-98,0.8512,0.5974,116.02
18-Dec-98,0.8509,0.5947,115.69
21-Dec-98,0.8556,0.5949,116.06
22-Dec-98,0.8564,0.5959,116.96
23-Dec-98,0.8559,0.5958,115.94
24-Dec-98,0.8572,0.5976,116.06
29-Dec-98,0.855,0.5943,115.18
30-Dec-98,0.8547,0.5986,114.72
31-Dec-98,0.8521,0.601,112.77
4-Jan-99,0.8474,0.6024,112.68
5-Jan-99,0.8485,0.604,111.61
6-Jan-99,0.8533,0.6039,112.61
7-Jan-99,0.857,0.6062,111.25
8-Jan-99,0.8661,0.6097,111.35
11-Jan-99,0.8669,0.6098,109.28
12-Jan-99,0.8664,0.6132,111.84
13-Jan-99,0.8542,0.6053,113.64
14-Jan-99,0.8546,0.6032,113.32
15-Jan-99,0.863,0.605,113.83
18-Jan-99,0.8623,0.6055,114.35
19-Jan-99,0.8616,0.603,113.65
20-Jan-99,0.8643,0.6069,113.5
21-Jan-99,0.8633,0.6054,113.22
22-Jan-99,0.8634,0.6046,114.15
25-Jan-99,0.865,0.6034,113.92
26-Jan-99,0.8639,0.6026,114.12
27-Jan-99,0.8692,0.6053,115.34
28-Jan-99,0.8759,0.6069,116.28
29-Jan-99,0.8808,0.6085,116.3
1-Feb-99,0.8846,0.6096,115.12
2-Feb-99,0.8807,0.6075,112.55
3-Feb-99,0.8814,0.6104,112.27
4-Feb-99,0.8857,0.6105,112.15
5-Feb-99,0.8861,0.6104,112.96
8-Feb-99,0.8891,0.6125,113.72
9-Feb-99,0.8851,0.6111,114.35
10-Feb-99,0.8834,0.6139,114.5
11-Feb-99,0.8853,0.6153,114.3
12-Feb-99,0.8864,0.6138,114.3
15-Feb-99,0.8901,0.6144,115.55
16-Feb-99,0.8945,0.6122,118.17
17-Feb-99,0.8902,0.6113,118.9
18-Feb-99,0.8913,0.6122,119.82
19-Feb-99,0.9012,0.6137,120.51
22-Feb-99,0.9065,0.6163,120.36
23-Feb-99,0.9106,0.6207,121.19
24-Feb-99,0.9131,0.6255,121.88
25-Feb-99,0.9053,0.6234,120.01
26-Feb-99,0.9111,0.6245,118.68
1-Mar-99,0.9147,0.6221,119.42
2-Mar-99,0.9149,0.6189,120.3
3-Mar-99,0.916,0.6182,121.28
4-Mar-99,0.9235,0.622,123.28
5-Mar-99,0.9211,0.6212,122.22
8-Mar-99,0.9188,0.6218,121.94
9-Mar-99,0.9183,0.6192,121.3
10-Mar-99,0.9128,0.6146,119.89
11-Mar-99,0.9232,0.6148,120.1
12-Mar-99,0.9137,0.6121,119.17
15-Mar-99,0.9137,0.6167,118.06
16-Mar-99,0.9169,0.6157,117.9
17-Mar-99,0.9083,0.6136,118.42
18-Mar-99,0.9101,0.6134,117.74
19-Mar-99,0.9152,0.6138,117.13
22-Mar-99,0.917,0.6143,117.93
23-Mar-99,0.9178,0.613,117.98
24-Mar-99,0.9156,0.6085,117.6
25-Mar-99,0.9195,0.6129,118.12
26-Mar-99,0.9316,0.6169,120.09
29-Mar-99,0.9333,0.6177,119.73
30-Mar-99,0.9293,0.6197,120.46
31-Mar-99,0.9264,0.6197,118.45
1-Apr-99,0.9248,0.6231,119.53
6-Apr-99,0.9292,0.629,121.01
7-Apr-99,0.9263,0.6267,121.12
8-Apr-99,0.9232,0.6208,120.88
9-Apr-99,0.9279,0.6227,121.13
12-Apr-99,0.9217,0.6192,120.14
13-Apr-99,0.9267,0.6185,120.2
14-Apr-99,0.9251,0.6182,118.73
15-Apr-99,0.9324,0.6203,119.24
16-Apr-99,0.934,0.6194,118.1
19-Apr-99,0.9422,0.6205,118.03
20-Apr-99,0.9384,0.6188,118.27
21-Apr-99,0.9427,0.6225,119.75
22-Apr-99,0.9438,0.6207,119.6
23-Apr-99,0.9399,0.6185,119.42
26-Apr-99,0.9433,0.62,118.96
27-Apr-99,0.9392,0.6187,120.18
28-Apr-99,0.9403,0.6191,119.16
29-Apr-99,0.9444,0.6208,119.12
30-Apr-99,0.9454,0.621,119.38
4-May-99,0.9428,0.6171,120.93
5-May-99,0.9367,0.6147,121.05
6-May-99,0.9277,0.6105,120.8
7-May-99,0.927,0.6121,120.7
10-May-99,0.9259,0.6132,120.66
11-May-99,0.9324,0.6167,120.97
12-May-99,0.937,0.6177,120.88
13-May-99,0.9408,0.6176,121.7
14-May-99,0.9344,0.617,122.06
17-May-99,0.9369,0.6172,123.08
18-May-99,0.9373,0.6172,123.2
19-May-99,0.9384,0.6179,124.52
20-May-99,0.9413,0.6208,124.12
21-May-99,0.9474,0.6245,123.9
24-May-99,0.9457,0.6268,123.81
25-May-99,0.9425,0.6244,122.72
26-May-99,0.9546,0.6263,121.88
27-May-99,0.9562,0.6263,121.91
28-May-99,0.9568,0.6245,120.85
1-Jun-99,0.9557,0.6218,120.64
2-Jun-99,0.9653,0.6213,120.84
3-Jun-99,0.966,0.6233,121.53
4-Jun-99,0.9703,0.6225,121.85
7-Jun-99,0.9712,0.6237,121.05
8-Jun-99,0.959,0.6236,120.06
9-Jun-99,0.9588,0.6249,118.99
10-Jun-99,0.9537,0.6236,118.9
11-Jun-99,0.9527,0.6213,118.1
14-Jun-99,0.9586,0.6211,120.4
15-Jun-99,0.9601,0.6272,120.61
16-Jun-99,0.9696,0.6291,120.28
17-Jun-99,0.9693,0.6282,119.65
18-Jun-99,0.9628,0.6278,120.68
21-Jun-99,0.9695,0.6302,122.19
22-Jun-99,0.9702,0.6296,121.75
23-Jun-99,0.9697,0.6336,121.96
24-Jun-99,0.9671,0.6325,122.18
25-Jun-99,0.9557,0.6295,121.47
28-Jun-99,0.9641,0.6322,121.19
29-Jun-99,0.9676,0.6329,120.99
30-Jun-99,0.9693,0.6342,121
1-Jul-99,0.9759,0.6339,120.92
2-Jul-99,0.9787,0.6344,121.19
5-Jul-99,0.9775,0.6346,122.32
6-Jul-99,0.9755,0.6377,122.07
7-Jul-99,0.9782,0.6413,122.17
8-Jul-99,0.9823,0.642,122.73
9-Jul-99,0.9814,0.644,122.33
12-Jul-99,0.9864,0.6427,122.26
13-Jul-99,0.9823,0.6425,121.33
14-Jul-99,0.9794,0.64,120.64
15-Jul-99,0.9759,0.6374,120.38
16-Jul-99,0.9786,0.6387,120.93
19-Jul-99,0.983,0.6406,119.18
20-Jul-99,0.9603,0.6365,119.25
21-Jul-99,0.9522,0.6354,118.34
22-Jul-99,0.9527,0.6317,117.43
23-Jul-99,0.9554,0.6342,116.39
26-Jul-99,0.9384,0.6283,116.17
27-Jul-99,0.9413,0.6298,116.46
28-Jul-99,0.942,0.6291,116.2
29-Jul-99,0.9334,0.6202,115.16
30-Jul-99,0.9344,0.6172,114.7
2-Aug-99,0.9376,0.6194,114.6
3-Aug-99,0.9378,0.6189,115.07
4-Aug-99,0.929,0.6161,114.29
5-Aug-99,0.9258,0.6178,113.9
6-Aug-99,0.9276,0.6185,114.48
9-Aug-99,0.9345,0.6234,115.4
10-Aug-99,0.9317,0.6199,114.55
11-Aug-99,0.9383,0.6211,115.3
12-Aug-99,0.9393,0.6214,115.67
13-Aug-99,0.9461,0.6229,115.93
16-Aug-99,0.9463,0.6237,114.74
17-Aug-99,0.9519,0.6251,114.27
18-Aug-99,0.9489,0.6231,112.12
19-Aug-99,0.9408,0.6179,111.45
20-Aug-99,0.9392,0.6184,111.38
23-Aug-99,0.9452,0.6206,111.75
24-Aug-99,0.9504,0.626,111.57
25-Aug-99,0.9565,0.6295,110.9
26-Aug-99,0.9592,0.6304,111.63
27-Aug-99,0.9565,0.6298,111.69
31-Aug-99,0.9467,0.6218,109.64
1-Sep-99,0.9442,0.6234,109.35
2-Sep-99,0.9337,0.6207,109.04
3-Sep-99,0.9432,0.6233,110.2
6-Sep-99,0.9452,0.6235,109.73
7-Sep-99,0.9439,0.6225,110.82
8-Sep-99,0.9443,0.6174,110.98
9-Sep-99,0.9473,0.6136,108.52
10-Sep-99,0.9549,0.616,108.64
13-Sep-99,0.963,0.6214,106.21
14-Sep-99,0.9589,0.6224,105.37
15-Sep-99,0.9624,0.6202,104.31
16-Sep-99,0.9614,0.6159,104.77
17-Sep-99,0.9614,0.6161,106.89
20-Sep-99,0.9606,0.6168,106.83
21-Sep-99,0.9547,0.6132,104.44
22-Sep-99,0.9522,0.6105,103.74
23-Sep-99,0.9586,0.6101,104.03
24-Sep-99,0.9554,0.609,104.03
27-Sep-99,0.9575,0.608,106.24
28-Sep-99,0.9524,0.6061,106.22
29-Sep-99,0.9429,0.6084,106.63
30-Sep-99,0.9392,0.6073,106.46
1-Oct-99,0.9347,0.6042,105.08
4-Oct-99,0.9348,0.6045,106.4
5-Oct-99,0.9362,0.6049,107.02
6-Oct-99,0.9342,0.6037,107.52
7-Oct-99,0.9318,0.605,107.62
8-Oct-99,0.9411,0.6048,107.39
11-Oct-99,0.9399,0.6053,106.73
12-Oct-99,0.9321,0.6046,106.29
13-Oct-99,0.9295,0.605,107.42
14-Oct-99,0.9276,0.6035,106.98
15-Oct-99,0.9188,0.5988,105.62
18-Oct-99,0.9221,0.5991,105.08
19-Oct-99,0.9263,0.599,105.62
20-Oct-99,0.928,0.5998,105.91
21-Oct-99,0.9251,0.5967,106.03
22-Oct-99,0.9352,0.6012,105.84
25-Oct-99,0.9367,0.6014,105.23
26-Oct-99,0.9446,0.6047,104.94
27-Oct-99,0.9497,0.6071,104.16
28-Oct-99,0.9511,0.6098,104.81
29-Oct-99,0.9516,0.6095,104.38
1-Nov-99,0.9529,0.6089,104.44
2-Nov-99,0.953,0.6072,104.1
3-Nov-99,0.9542,0.6082,105.04
4-Nov-99,0.9577,0.6101,104.55
5-Nov-99,0.9606,0.6158,106.32
8-Nov-99,0.9642,0.6184,105.84
9-Nov-99,0.9613,0.6166,105.08
10-Nov-99,0.9583,0.6151,104.68
11-Nov-99,0.9612,0.6164,104.9
12-Nov-99,0.969,0.6196,105.16
15-Nov-99,0.9704,0.6172,104.95
16-Nov-99,0.9701,0.618,105.96
17-Nov-99,0.9622,0.6153,105.54
18-Nov-99,0.9693,0.6184,105.73
19-Nov-99,0.9715,0.6184,106.16
22-Nov-99,0.9684,0.6169,104.77
23-Nov-99,0.9716,0.615,104.14
24-Nov-99,0.9808,0.62,104.58
25-Nov-99,0.981,0.6191,104.34
26-Nov-99,0.9885,0.6228,102.11
29-Nov-99,0.9935,0.6245,101.93
30-Nov-99,0.9932,0.6279,102.05
1-Dec-99,0.9924,0.6261,102.26
2-Dec-99,0.9969,0.6254,102.64
3-Dec-99,0.9987,0.6243,102.41
6-Dec-99,0.9783,0.6182,103.22
7-Dec-99,0.978,0.6158,102.49
8-Dec-99,0.9759,0.6152,103.15
9-Dec-99,0.9827,0.6158,102.81
10-Dec-99,0.9839,0.6162,102.31
13-Dec-99,0.9883,0.616,103.17
14-Dec-99,0.9946,0.6193,103.63
15-Dec-99,0.9964,0.6222,103.52
16-Dec-99,0.9827,0.6201,102.97
17-Dec-99,0.9906,0.6215,103.32
20-Dec-99,0.9917,0.6232,102.77
21-Dec-99,0.9912,0.621,102.08
22-Dec-99,0.992,0.6224,102.58
23-Dec-99,0.9846,0.6189,101.8
24-Dec-99,0.987,0.6181,102.87
29-Dec-99,0.9954,0.6184,102.03
30-Dec-99,0.9975,0.6203,102.36
4-Jan-00,0.9708,0.6115,102.98
5-Jan-00,0.9678,0.6101,103.87
6-Jan-00,0.9662,0.6069,105.26
7-Jan-00,0.9717,0.6108,105.45
10-Jan-00,0.9743,0.6106,105.37
11-Jan-00,0.9712,0.6072,105.77
12-Jan-00,0.9734,0.6075,105.83
13-Jan-00,0.9736,0.6064,106.21
14-Jan-00,0.9879,0.6117,106.05
17-Jan-00,0.9914,0.6129,104.78
18-Jan-00,0.9892,0.6106,105.5
19-Jan-00,0.9902,0.6096,105.75
20-Jan-00,0.9903,0.6064,105.53
21-Jan-00,0.993,0.6058,104.86
24-Jan-00,0.9977,0.6053,105.55
25-Jan-00,0.9935,0.6061,105.84
26-Jan-00,0.9986,0.6096,105.89
27-Jan-00,1.0117,0.6108,105
28-Jan-00,1.0204,0.6174,105.68
31-Jan-00,1.0225,0.6169,106.98
1-Feb-00,1.0281,0.6194,107.91
2-Feb-00,1.0284,0.6233,108.42
3-Feb-00,1.0162,0.6239,108.19
4-Feb-00,1.0206,0.6295,107.34
7-Feb-00,1.0219,0.629,108.4
8-Feb-00,1.0136,0.6206,109.51
9-Feb-00,1.0103,0.6209,109.19
10-Feb-00,1.0146,0.6229,108.53
11-Feb-00,1.0147,0.6271,108.92
14-Feb-00,1.021,0.6297,108.74
15-Feb-00,1.0169,0.6261,108.72
16-Feb-00,1.0168,0.6241,109.47
17-Feb-00,1.014,0.6224,110.35
18-Feb-00,1.0152,0.6262,110.8
21-Feb-00,1.0133,0.6258,111.28
22-Feb-00,0.993,0.6192,110.66
23-Feb-00,0.9962,0.6231,111.12
24-Feb-00,1.0039,0.6244,111.01
25-Feb-00,1.0216,0.6272,110.88
28-Feb-00,1.0341,0.6288,108.98
29-Feb-00,1.0386,0.6333,109.91
1-Mar-00,1.0332,0.6311,107.53
2-Mar-00,1.035,0.633,107.61
3-Mar-00,1.0396,0.6324,107.57
6-Mar-00,1.0403,0.6356,107.6
7-Mar-00,1.0442,0.6324,106.79
8-Mar-00,1.045,0.632,106.89
9-Mar-00,1.0317,0.632,106.22
10-Mar-00,1.0367,0.6334,106.31
13-Mar-00,1.0342,0.6333,105.35
14-Mar-00,1.0386,0.6367,104.98
15-Mar-00,1.0318,0.6361,105.43
16-Mar-00,1.0279,0.6342,105.63
17-Mar-00,1.0325,0.6363,106.1
20-Mar-00,1.0315,0.6387,106.58
21-Mar-00,1.0295,0.6341,106.89
22-Mar-00,1.0403,0.6379,106.97
23-Mar-00,1.0307,0.6322,107.45
24-Mar-00,1.0292,0.6296,107.16
27-Mar-00,1.0304,0.6283,106.79
28-Mar-00,1.0341,0.6307,105.97
29-Mar-00,1.0489,0.6309,105.56
30-Mar-00,1.0462,0.6274,105.33
31-Mar-00,1.0445,0.6269,102.45
3-Apr-00,1.0456,0.6267,104.84
4-Apr-00,1.0478,0.6265,105.62
5-Apr-00,1.0356,0.6283,105.11
6-Apr-00,1.0426,0.6318,104.84
7-Apr-00,1.0433,0.632,105.34
10-Apr-00,1.0419,0.6317,106.76
11-Apr-00,1.039,0.6296,106.96
12-Apr-00,1.044,0.6301,105.9
13-Apr-00,1.0468,0.6294,105.95
14-Apr-00,1.0458,0.63,104.84
17-Apr-00,1.0474,0.6303,104.25
18-Apr-00,1.0534,0.6338,104.37
19-Apr-00,1.0632,0.6329,104.56
20-Apr-00,1.0644,0.6327,105.38
25-Apr-00,1.0783,0.6331,105.7
26-Apr-00,1.0828,0.6327,106.53
27-Apr-00,1.0971,0.6348,106.39
28-Apr-00,1.0977,0.6395,108.07
2-May-00,1.1017,0.6402,108.85
3-May-00,1.1215,0.6401,109.03
4-May-00,1.1211,0.6475,108.04
5-May-00,1.1198,0.6548,108.62
8-May-00,1.1187,0.6536,108.83
9-May-00,1.1083,0.6526,109.42
10-May-00,1.0972,0.6572,109.44
11-May-00,1.1069,0.666,108.62
12-May-00,1.1034,0.6599,108.81
15-May-00,1.0912,0.6599,109.51
16-May-00,1.1049,0.6679,109.77
17-May-00,1.1223,0.6709,109.45
18-May-00,1.1192,0.6753,108.85
19-May-00,1.1199,0.6737,106.88
22-May-00,1.1062,0.6696,107.14
23-May-00,1.1007,0.6767,106.69
24-May-00,1.1019,0.679,107.32
25-May-00,1.103,0.679,107.64
26-May-00,1.0803,0.6739,106.92
30-May-00,1.0724,0.6678,106.2
31-May-00,1.0783,0.6689,107.68
1-Jun-00,1.0739,0.6699,108.6
2-Jun-00,1.0592,0.6635,108.11
5-Jun-00,1.0591,0.6617,107.29
6-Jun-00,1.0431,0.6564,105.25
7-Jun-00,1.045,0.6583,105.54
8-Jun-00,1.0491,0.6626,106.15
9-Jun-00,1.0516,0.6648,106.87
12-Jun-00,1.0485,0.6613,106.5
13-Jun-00,1.0412,0.6607,106.76
14-Jun-00,1.0421,0.6652,106.52
15-Jun-00,1.0499,0.6639,106.52
16-Jun-00,1.0407,0.6598,106.43
19-Jun-00,1.0414,0.6612,105.86
20-Jun-00,1.0465,0.6633,105.52
21-Jun-00,1.057,0.6672,105.5
22-Jun-00,1.0644,0.6616,104.44
23-Jun-00,1.0678,0.6657,104.25
26-Jun-00,1.0668,0.6665,105.57
27-Jun-00,1.0604,0.667,105.53
28-Jun-00,1.0571,0.6618,105.51
29-Jun-00,1.0493,0.6578,104.92
30-Jun-00,1.0432,0.6605,105.75
3-Jul-00,1.0511,0.6607,105.92
4-Jul-00,1.0523,0.6599,106.23
5-Jul-00,1.0455,0.6612,106.94
6-Jul-00,1.0464,0.6602,107.42
7-Jul-00,1.0535,0.6599,107.85
10-Jul-00,1.0499,0.6606,107.04
11-Jul-00,1.0516,0.6604,106.93
12-Jul-00,1.0593,0.6606,108.42
13-Jul-00,1.0694,0.6665,107.98
14-Jul-00,1.0668,0.6659,107.97
17-Jul-00,1.0697,0.6697,108.42
18-Jul-00,1.0727,0.6688,108.17
19-Jul-00,1.0819,0.6691,108.15
20-Jul-00,1.0819,0.665,108.18
21-Jul-00,1.0725,0.6604,109.05
24-Jul-00,1.0717,0.66,108.88
25-Jul-00,1.0622,0.6585,109.27
26-Jul-00,1.0613,0.659,109.28
27-Jul-00,1.0647,0.6598,109.15
28-Jul-00,1.0787,0.6647,109.62
31-Jul-00,1.079,0.6678,109.58
1-Aug-00,1.0805,0.6666,109.41
2-Aug-00,1.0942,0.6693,109.11
3-Aug-00,1.1055,0.6684,108.03
4-Aug-00,1.1005,0.664,108.44
7-Aug-00,1.1008,0.6628,109
8-Aug-00,1.1116,0.6648,108.71
9-Aug-00,1.1141,0.6661,108.07
10-Aug-00,1.1004,0.6667,108.49
11-Aug-00,1.1052,0.6652,108.35
14-Aug-00,1.1061,0.6639,109.4
15-Aug-00,1.0949,0.6637,109.04
16-Aug-00,1.097,0.667,108.55
17-Aug-00,1.0931,0.6672,108.53
18-Aug-00,1.1004,0.6694,108.46
21-Aug-00,1.1066,0.6702,108.48
22-Aug-00,1.1135,0.6736,108.4
23-Aug-00,1.1186,0.6756,106.95
24-Aug-00,1.1079,0.6751,106.94
25-Aug-00,1.1047,0.6782,106.78
29-Aug-00,1.1158,0.6848,106.14
30-Aug-00,1.1193,0.687,106.52
31-Aug-00,1.1249,0.6874,106.63
1-Sep-00,1.1114,0.6846,105.75
4-Sep-00,1.1116,0.6845,105.72
5-Sep-00,1.1252,0.6893,105.85
6-Sep-00,1.1391,0.6893,105.92
7-Sep-00,1.1482,0.6973,105.09
8-Sep-00,1.1545,0.7027,106.12
11-Sep-00,1.1594,0.7052,106.07
12-Sep-00,1.1631,0.7113,106.93
13-Sep-00,1.1571,0.7085,107.14
14-Sep-00,1.1608,0.71,107.23
15-Sep-00,1.1593,0.7111,107.15
18-Sep-00,1.1718,0.7139,106.87
19-Sep-00,1.1715,0.711,107.03
20-Sep-00,1.1799,0.7075,106.76
21-Sep-00,1.1725,0.7031,106.34
22-Sep-00,1.1344,0.686,107.65
25-Sep-00,1.1451,0.6887,107.45
26-Sep-00,1.1364,0.6865,107.53
27-Sep-00,1.1348,0.6838,107.41
28-Sep-00,1.1329,0.6827,107.55
29-Sep-00,1.1329,0.6765,108.04
2-Oct-00,1.1346,0.6807,108.8
3-Oct-00,1.1412,0.6861,108.62
4-Oct-00,1.146,0.6859,109.32
5-Oct-00,1.1502,0.6883,109.47
6-Oct-00,1.1497,0.6912,108.8
9-Oct-00,1.1507,0.6905,108.9
10-Oct-00,1.1515,0.6903,108.01
11-Oct-00,1.1443,0.6825,107.52
12-Oct-00,1.16,0.681,107.85
13-Oct-00,1.1635,0.6843,107.63
16-Oct-00,1.1786,0.6917,108.29
17-Oct-00,1.1767,0.6946,108.17
18-Oct-00,1.1794,0.6883,107.72
19-Oct-00,1.1912,0.6935,108.5
20-Oct-00,1.1937,0.692,108.89
23-Oct-00,1.1965,0.6887,108.4
24-Oct-00,1.1946,0.6901,108.11
25-Oct-00,1.2071,0.6968,107.8
26-Oct-00,1.2067,0.6987,108.47
27-Oct-00,1.1872,0.6895,108.52
30-Oct-00,1.1837,0.6884,108.86
31-Oct-00,1.1802,0.6887,109.15
1-Nov-00,1.1662,0.6908,108.5
2-Nov-00,1.1625,0.6909,108.36
3-Nov-00,1.1583,0.6905,107.33
6-Nov-00,1.1612,0.6976,107.31
7-Nov-00,1.1618,0.6992,107.06
8-Nov-00,1.1673,0.7016,107.47
9-Nov-00,1.1641,0.702,107.49
10-Nov-00,1.1585,0.6993,107.85
13-Nov-00,1.1627,0.6948,107.59
14-Nov-00,1.1655,0.7001,108.09
15-Nov-00,1.1633,0.7,108.65
16-Nov-00,1.1705,0.7031,109.03
17-Nov-00,1.1726,0.7026,108.85
20-Nov-00,1.178,0.7019,109.71
21-Nov-00,1.1826,0.7055,110.27
22-Nov-00,1.1858,0.7075,110.16
23-Nov-00,1.1874,0.7141,110.33
24-Nov-00,1.1909,0.7134,111.18
27-Nov-00,1.1776,0.7058,110.52
28-Nov-00,1.1696,0.7046,110.13
29-Nov-00,1.1632,0.703,110.92
30-Nov-00,1.1486,0.7051,110.83
1-Dec-00,1.1457,0.6982,111.13
4-Dec-00,1.1246,0.6884,111.08
5-Dec-00,1.1302,0.6924,110.73
6-Dec-00,1.1303,0.6961,110.41
7-Dec-00,1.124,0.6935,110.68
8-Dec-00,1.1261,0.6896,111.34
11-Dec-00,1.1392,0.687,110.83
12-Dec-00,1.1403,0.6905,111.51
13-Dec-00,1.1425,0.6892,112.31
14-Dec-00,1.1269,0.6803,112.04
15-Dec-00,1.1143,0.6782,112.28
18-Dec-00,1.1164,0.6817,112.04
19-Dec-00,1.1222,0.6832,112.42
20-Dec-00,1.103,0.6785,112.6
21-Dec-00,1.094,0.6781,112.22
22-Dec-00,1.0828,0.6771,112.7
27-Dec-00,1.0748,0.6718,114.16
28-Dec-00,1.0806,0.6713,114.9
29-Dec-00,1.0661,0.6689,114.28
2-Jan-01,1.0556,0.6686,114.51
3-Jan-01,1.0575,0.6646,114.38
4-Jan-01,1.0587,0.6698,115.43
5-Jan-01,1.0505,0.6687,116.15
8-Jan-01,1.0523,0.6669,116.13
9-Jan-01,1.063,0.6707,116.45
10-Jan-01,1.0633,0.671,116.26
11-Jan-01,1.0522,0.669,117.57
12-Jan-01,1.0542,0.6764,117.86
15-Jan-01,1.0614,0.6763,118.86
16-Jan-01,1.063,0.688,117.72
17-Jan-01,1.0748,0.6789,117.51
18-Jan-01,1.0585,0.6775,118.02
19-Jan-01,1.0687,0.681,117.34
22-Jan-01,1.0688,0.6845,116.71
23-Jan-01,1.0644,0.6799,117.06
24-Jan-01,1.0837,0.6861,118.15
25-Jan-01,1.0866,0.6855,116.63
26-Jan-01,1.0844,0.6864,116.95
29-Jan-01,1.089,0.6865,116.91
30-Jan-01,1.0821,0.6847,116.68
31-Jan-01,1.0752,0.6842,116.25
1-Feb-01,1.0636,0.6767,115.32
2-Feb-01,1.0714,0.6809,115.67
5-Feb-01,1.0636,0.6778,114.9
6-Feb-01,1.0733,0.6847,114.99
7-Feb-01,1.0724,0.684,116.02
8-Feb-01,1.0889,0.6919,116.12
9-Feb-01,1.0824,0.6914,117.64
12-Feb-01,1.0757,0.6887,117.64
13-Feb-01,1.0857,0.6889,117.38
14-Feb-01,1.0889,0.6849,116.53
15-Feb-01,1.1066,0.6897,115.65
16-Feb-01,1.0919,0.6889,115.46
19-Feb-01,1.0861,0.6916,115.99
20-Feb-01,1.0999,0.6921,115.51
21-Feb-01,1.0967,0.6922,116.58
22-Feb-01,1.1016,0.6913,116.37
23-Feb-01,1.108,0.6903,116.39
26-Feb-01,1.0993,0.6936,116.71
27-Feb-01,1.0892,0.6935,116.25
28-Feb-01,1.0873,0.6934,117.31
1-Mar-01,1.0755,0.6874,117.22
2-Mar-01,1.0687,0.6784,119.07
5-Mar-01,1.0764,0.6809,119.13
6-Mar-01,1.0749,0.6818,118.91
7-Mar-01,1.0778,0.6841,119.83
8-Mar-01,1.0732,0.681,119.68
9-Mar-01,1.073,0.6813,119.64
