SERIES,DESCRIPTION,,
XUDLERD,Spot exchange rate - Euro into US $,,
XUDLGBD,Spot exchange rate - Sterling into US$,,
XUDLJYD,Spot exchange rate - Japanese Yen into US $,,
,,,
DATE,XUDLERD,XUDLGBD,XUDLJYD
16-Feb-96,0.761,0.646,105.3
19-Feb-96,0.7532,0.6462,104
20-Feb-96,0.7582,0.6475,106.13
21-Feb-96,0.756,0.6473,105.18
22-Feb-96,0.7558,0.648,105.01
23-Feb-96,0.7544,0.6492,104.83
26-Feb-96,0.7528,0.6494,104.26
27-Feb-96,0.7545,0.6498,104.5
28-Feb-96,0.7579,0.6518,104.42
29-Feb-96,0.762,0.6531,105.13
1-Mar-96,0.7651,0.6544,105.47
4-Mar-96,0.765,0.6545,105.15
5-Mar-96,0.7658,0.6544,105.1
6-Mar-96,0.7646,0.6539,105.31
7-Mar-96,0.7657,0.6535,105.31
8-Mar-96,0.7685,0.6555,105.85
11-Mar-96,0.7678,0.6562,105.35
12-Mar-96,0.7665,0.658,105.63
13-Mar-96,0.7627,0.6563,105.29
14-Mar-96,0.7634,0.656,105.34
15-Mar-96,0.7658,0.6563,105.92
18-Mar-96,0.7644,0.6532,106.02
19-Mar-96,0.7645,0.6526,106.34
20-Mar-96,0.7652,0.6509,106.55
21-Mar-96,0.765,0.6505,106.55
22-Mar-96,0.765,0.6516,106.76
25-Mar-96,0.7654,0.6562,106.12
26-Mar-96,0.7653,0.6569,106.27
27-Mar-96,0.7704,0.6585,106.72
28-Mar-96,0.7663,0.6566,106.44
29-Mar-96,0.765,0.6552,106.83
1-Apr-96,0.7676,0.6555,107.53
2-Apr-96,0.7669,0.656,107.4
3-Apr-96,0.7653,0.6553,106.85
4-Apr-96,0.7656,0.6545,106.97
9-Apr-96,0.7714,0.6559,108.27
10-Apr-96,0.774,0.6593,108.49
11-Apr-96,0.7747,0.6606,108.49
12-Apr-96,0.7761,0.6617,108.69
15-Apr-96,0.7788,0.6633,108.36
16-Apr-96,0.7786,0.663,108.12
17-Apr-96,0.7779,0.6629,108.25
18-Apr-96,0.7792,0.6631,107.51
19-Apr-96,0.7768,0.6591,107.02
22-Apr-96,0.7791,0.6616,106.63
23-Apr-96,0.7801,0.6602,106.46
24-Apr-96,0.7817,0.661,106.76
25-Apr-96,0.785,0.6614,106.49
26-Apr-96,0.785,0.6621,105.71
29-Apr-96,0.782,0.6626,104.54
30-Apr-96,0.7884,0.6667,104.81
1-May-96,0.7877,0.6684,105.12
2-May-96,0.7872,0.6668,104.68
3-May-96,0.785,0.6654,104.72
7-May-96,0.7819,0.6616,104.98
8-May-96,0.7806,0.6595,105.18
9-May-96,0.7809,0.6566,104.77
10-May-96,0.7843,0.6573,105.43
13-May-96,0.7865,0.6602,104.94
14-May-96,0.7879,0.6595,105.83
15-May-96,0.7871,0.6609,106.8
16-May-96,0.7885,0.6614,106.69
17-May-96,0.7835,0.6598,106.64
20-May-96,0.7872,0.6613,107.16
21-May-96,0.7904,0.6607,107.06
22-May-96,0.7895,0.6621,106.89
23-May-96,0.7903,0.6609,106.74
24-May-96,0.7906,0.6611,107.73
28-May-96,0.7933,0.6613,108.62
29-May-96,0.7923,0.6584,108.74
30-May-96,0.7866,0.6518,107.58
31-May-96,0.784,0.6453,107.99
3-Jun-96,0.7836,0.6455,108.3
4-Jun-96,0.7861,0.6453,109
5-Jun-96,0.7854,0.6457,108.82
6-Jun-96,0.786,0.6488,109.19
7-Jun-96,0.7878,0.6486,109.07
10-Jun-96,0.7884,0.6529,109.06
11-Jun-96,0.7885,0.6514,109.45
12-Jun-96,0.7888,0.6517,109.48
13-Jun-96,0.7886,0.6537,109.13
14-Jun-96,0.783,0.6506,108.73
17-Jun-96,0.7797,0.647,108.82
18-Jun-96,0.7788,0.6478,107.97
19-Jun-96,0.7807,0.6476,108.12
20-Jun-96,0.7822,0.6487,108.21
21-Jun-96,0.7844,0.6492,108.96
24-Jun-96,0.7856,0.6494,109.1
25-Jun-96,0.7852,0.649,109.05
26-Jun-96,0.7836,0.6483,109.49
27-Jun-96,0.7808,0.6471,109.32
28-Jun-96,0.7807,0.6436,109.67
1-Jul-96,0.7814,0.6428,109.6
2-Jul-96,0.783,0.6426,110.15
3-Jul-96,0.7822,0.6414,110.58
4-Jul-96,0.7809,0.6409,110.38
5-Jul-96,0.7833,0.6429,110.87
8-Jul-96,0.7836,0.6434,110.83
9-Jul-96,0.7817,0.6445,110.23
10-Jul-96,0.7823,0.6437,110.13
11-Jul-96,0.7807,0.6428,110.24
12-Jul-96,0.7811,0.6443,110.63
15-Jul-96,0.7802,0.6448,110.36
16-Jul-96,0.7674,0.6421,109.24
17-Jul-96,0.765,0.6457,108.73
18-Jul-96,0.7676,0.6472,108.75
19-Jul-96,0.7653,0.6462,108.2
22-Jul-96,0.7636,0.6452,107.69
23-Jul-96,0.7659,0.6447,107.97
24-Jul-96,0.7653,0.6435,107.99
25-Jul-96,0.7613,0.6418,108.23
26-Jul-96,0.7636,0.643,108.28
29-Jul-96,0.7634,0.6419,108.25
30-Jul-96,0.7623,0.6427,107.92
31-Jul-96,0.7599,0.643,106.78
1-Aug-96,0.7596,0.6423,106.75
2-Aug-96,0.7616,0.6483,106.91
5-Aug-96,0.7631,0.6478,106.64
6-Aug-96,0.7646,0.6507,106.92
7-Aug-96,0.7648,0.6484,107.76
8-Aug-96,0.7652,0.6454,108.17
9-Aug-96,0.763,0.6453,108.11
12-Aug-96,0.7616,0.6444,107.59
13-Aug-96,0.7623,0.6448,107.61
14-Aug-96,0.7649,0.6449,107.79
15-Aug-96,0.7654,0.645,107.91
16-Aug-96,0.769,0.6459,107.9
19-Aug-96,0.7668,0.6471,107.94
20-Aug-96,0.7671,0.6464,108.32
21-Aug-96,0.7637,0.6448,108.3
22-Aug-96,0.7697,0.6458,108.44
23-Aug-96,0.7658,0.6437,108.48
27-Aug-96,0.7618,0.6428,107.94
28-Aug-96,0.7612,0.6412,108.42
29-Aug-96,0.7633,0.6422,108.4
30-Aug-96,0.7617,0.6398,108.62
2-Sep-96,0.7658,0.6411,109.18
3-Sep-96,0.7647,0.6378,109.28
4-Sep-96,0.7639,0.6387,108.67
5-Sep-96,0.7647,0.6378,109.12
6-Sep-96,0.766,0.6396,109.3
9-Sep-96,0.7671,0.641,109.09
10-Sep-96,0.7749,0.6425,109.9
11-Sep-96,0.776,0.6432,110.27
12-Sep-96,0.7772,0.643,110.04
13-Sep-96,0.7776,0.6434,110.41
16-Sep-96,0.7755,0.6423,110.37
17-Sep-96,0.7772,0.6432,110.2
18-Sep-96,0.775,0.6407,109.07
19-Sep-96,0.7774,0.6447,109.27
20-Sep-96,0.777,0.6431,109.79
23-Sep-96,0.776,0.6423,109.83
24-Sep-96,0.7759,0.6418,109.77
25-Sep-96,0.774,0.6393,110.3
26-Sep-96,0.7794,0.6401,110.36
27-Sep-96,0.7805,0.6397,110.8
30-Sep-96,0.781,0.6394,111.36
1-Oct-96,0.7813,0.6394,111.29
2-Oct-96,0.7813,0.6379,111.75
3-Oct-96,0.7829,0.6386,111.48
4-Oct-96,0.7829,0.6397,111.55
7-Oct-96,0.7826,0.6393,111.27
8-Oct-96,0.7811,0.6398,111.27
9-Oct-96,0.7822,0.6392,111.57
10-Oct-96,0.783,0.6386,111.27
11-Oct-96,0.7836,0.6346,111.6
14-Oct-96,0.783,0.6331,111.68
15-Oct-96,0.7879,0.6319,112.32
16-Oct-96,0.7874,0.631,112.13
17-Oct-96,0.7901,0.6304,112.17
18-Oct-96,0.7893,0.6282,112.56
21-Oct-96,0.7864,0.6287,112.73
22-Oct-96,0.7858,0.6261,112.88
23-Oct-96,0.7806,0.6264,113.03
24-Oct-96,0.7801,0.6282,112.89
25-Oct-96,0.78,0.6235,113.4
28-Oct-96,0.7783,0.6202,114.28
29-Oct-96,0.7738,0.6208,114.08
30-Oct-96,0.7724,0.6125,113.84
31-Oct-96,0.7748,0.6141,113.75
1-Nov-96,0.777,0.6107,113.59
4-Nov-96,0.7753,0.6073,113.75
5-Nov-96,0.777,0.6072,114.03
6-Nov-96,0.7768,0.6091,113.86
7-Nov-96,0.7727,0.6072,111.57
8-Nov-96,0.7722,0.6077,111.5
11-Nov-96,0.7689,0.6076,111.21
12-Nov-96,0.7688,0.6073,111.3
13-Nov-96,0.7722,0.6045,111.55
14-Nov-96,0.7732,0.6011,111.35
15-Nov-96,0.7729,0.6002,111.1
18-Nov-96,0.7697,0.5983,111.42
19-Nov-96,0.7703,0.5969,111.35
20-Nov-96,0.7668,0.5964,111.15
21-Nov-96,0.7679,0.592,111.36
22-Nov-96,0.7695,0.5949,111.26
25-Nov-96,0.7768,0.5977,112.5
26-Nov-96,0.7817,0.5979,112.76
27-Nov-96,0.7805,0.5975,113.26
28-Nov-96,0.7831,0.5952,113.67
29-Nov-96,0.7861,0.5951,113.82
2-Dec-96,0.7881,0.5935,113.8
3-Dec-96,0.7996,0.6053,113.73
4-Dec-96,0.7978,0.6104,113.16
5-Dec-96,0.7943,0.6146,112.52
6-Dec-96,0.7871,0.6091,112.72
9-Dec-96,0.7948,0.6071,113.32
10-Dec-96,0.7938,0.6055,113.35
11-Dec-96,0.7878,0.6039,112.88
12-Dec-96,0.7893,0.6031,113.39
13-Dec-96,0.7899,0.6031,113.94
16-Dec-96,0.7931,0.6019,114.19
17-Dec-96,0.7893,0.5982,113.77
18-Dec-96,0.7937,0.5979,113.66
19-Dec-96,0.7963,0.6013,114.03
20-Dec-96,0.7933,0.6,114.2
23-Dec-96,0.7931,0.5974,113.96
24-Dec-96,0.7941,0.5974,114.41
27-Dec-96,0.7938,0.5911,115.53
30-Dec-96,0.7943,0.5914,115.9
31-Dec-96,0.7864,0.5841,116.05
2-Jan-97,0.7866,0.5915,115.67
3-Jan-97,0.7951,0.5912,116.28
6-Jan-97,0.799,0.5937,115.73
7-Jan-97,0.797,0.5897,115.28
8-Jan-97,0.8019,0.5924,115.78
9-Jan-97,0.8034,0.5905,116.14
10-Jan-97,0.8067,0.5949,115.95
13-Jan-97,0.8086,0.5988,116.32
14-Jan-97,0.8115,0.5992,116.83
15-Jan-97,0.8093,0.5956,117.1
16-Jan-97,0.8108,0.5969,116.38
17-Jan-97,0.8202,0.5994,117.16
20-Jan-97,0.826,0.6013,117.88
21-Jan-97,0.827,0.6016,117.84
22-Jan-97,0.8354,0.6046,118.88
23-Jan-97,0.8355,0.6143,119.48
24-Jan-97,0.8294,0.614,118.88
27-Jan-97,0.8347,0.6163,119.36
28-Jan-97,0.8419,0.6214,121.14
29-Jan-97,0.8385,0.6175,121.87
30-Jan-97,0.8365,0.6194,121.74
31-Jan-97,0.8357,0.6239,121.33
3-Feb-97,0.8399,0.62,121.72
4-Feb-97,0.8388,0.6172,122.19
5-Feb-97,0.842,0.6127,123.36
6-Feb-97,0.8424,0.6127,123.51
7-Feb-97,0.8529,0.6159,124.57
10-Feb-97,0.8454,0.6123,122.81
11-Feb-97,0.8527,0.6088,123
12-Feb-97,0.8587,0.6123,123.85
13-Feb-97,0.8612,0.6164,124.58
14-Feb-97,0.8613,0.6168,124.21
17-Feb-97,0.8678,0.6185,124.45
18-Feb-97,0.8647,0.6243,124.01
19-Feb-97,0.8666,0.6203,124.1
20-Feb-97,0.8633,0.6207,123.07
21-Feb-97,0.8601,0.6176,122.85
24-Feb-97,0.8534,0.6122,121.96
25-Feb-97,0.8569,0.6119,122.03
26-Feb-97,0.8634,0.6121,122.07
27-Feb-97,0.864,0.6144,120.87
28-Feb-97,0.8641,0.6139,120.8
3-Mar-97,0.867,0.6174,120.79
4-Mar-97,0.8744,0.6184,121.86
5-Mar-97,0.8755,0.6211,121.4
6-Mar-97,0.8783,0.6206,121.58
7-Mar-97,0.8783,0.623,121.92
10-Mar-97,0.871,0.6243,121.64
11-Mar-97,0.8719,0.6229,121.84
12-Mar-97,0.8706,0.6277,122.59
13-Mar-97,0.8702,0.6261,122.77
14-Mar-97,0.8695,0.6245,123.37
17-Mar-97,0.8657,0.6302,123.68
18-Mar-97,0.8602,0.6299,122.62
19-Mar-97,0.8612,0.6263,122.78
20-Mar-97,0.864,0.6274,123.38
21-Mar-97,0.862,0.6235,122.37
24-Mar-97,0.8643,0.6201,122.79
25-Mar-97,0.8657,0.6179,123.87
26-Mar-97,0.8654,0.6144,124
27-Mar-97,0.8581,0.6134,123.62
1-Apr-97,0.8541,0.6073,123.03
2-Apr-97,0.8541,0.608,122.48
3-Apr-97,0.8528,0.6092,122.77
4-Apr-97,0.8564,0.6097,124.14
7-Apr-97,0.8728,0.6136,125.77
8-Apr-97,0.8734,0.6159,126.1
9-Apr-97,0.8778,0.6162,126.55
10-Apr-97,0.8764,0.6158,126.08
11-Apr-97,0.8794,0.6152,126.12
14-Apr-97,0.8789,0.6164,126.38
15-Apr-97,0.8843,0.6153,126.37
16-Apr-97,0.8818,0.6164,125.78
17-Apr-97,0.8805,0.6139,125.93
18-Apr-97,0.8764,0.6131,125.96
21-Apr-97,0.8707,0.6117,125.57
22-Apr-97,0.8753,0.6109,126.18
23-Apr-97,0.8759,0.616,126.1
24-Apr-97,0.8778,0.6148,126.11
25-Apr-97,0.8818,0.6161,126.05
28-Apr-97,0.883,0.6159,126.56
29-Apr-97,0.8812,0.6131,126.78
30-Apr-97,0.8847,0.6163,126.96
1-May-97,0.8788,0.6158,126.3
2-May-97,0.8835,0.618,126.67
6-May-97,0.8809,0.6109,125.42
7-May-97,0.8788,0.6113,124.84
8-May-97,0.8731,0.6171,123.72
9-May-97,0.8661,0.6176,121.7
12-May-97,0.8696,0.6155,118.5
13-May-97,0.8674,0.6128,119.06
14-May-97,0.8683,0.6093,118.25
15-May-97,0.8676,0.6098,116.14
16-May-97,0.8653,0.6107,115.25
19-May-97,0.8711,0.6102,116.18
20-May-97,0.8654,0.6078,113.68
21-May-97,0.8654,0.6072,114.21
22-May-97,0.8647,0.612,115.95
23-May-97,0.8635,0.6135,115.41
27-May-97,0.8694,0.6139,116.57
28-May-97,0.8684,0.6106,115.47
29-May-97,0.868,0.6098,116.03
30-May-97,0.8722,0.6107,116.3
2-Jun-97,0.8817,0.6125,116.51
3-Jun-97,0.8816,0.6112,116.11
4-Jun-97,0.8828,0.6141,116.15
5-Jun-97,0.8829,0.6133,115.57
6-Jun-97,0.8836,0.6144,115.37
9-Jun-97,0.8737,0.6121,112.75
10-Jun-97,0.8781,0.6099,112.71
11-Jun-97,0.8765,0.6109,111.29
12-Jun-97,0.8802,0.6119,113.91
13-Jun-97,0.8872,0.6116,114.77
16-Jun-97,0.8827,0.6104,113.44
17-Jun-97,0.8844,0.6106,113.39
18-Jun-97,0.8811,0.6099,113.18
19-Jun-97,0.8802,0.6074,113.9
20-Jun-97,0.8837,0.6046,114.64
23-Jun-97,0.8788,0.6007,115.43
24-Jun-97,0.8796,0.6003,114.85
25-Jun-97,0.879,0.601,113.93
26-Jun-97,0.8819,0.6003,113.69
27-Jun-97,0.8858,0.6017,114.5
30-Jun-97,0.8885,0.6011,114.49
1-Jul-97,0.8868,0.6031,114.78
2-Jul-97,0.8924,0.6057,114.43
3-Jul-97,0.8912,0.5938,113.52
4-Jul-97,0.8943,0.5926,113.72
7-Jul-97,0.8895,0.5936,112.38
8-Jul-97,0.8958,0.5918,112.57
9-Jul-97,0.8985,0.5932,112.77
10-Jul-97,0.8935,0.5926,113.1
11-Jul-97,0.9014,0.5901,113.66
14-Jul-97,0.9125,0.5923,113.82
15-Jul-97,0.9172,0.5973,115.5
16-Jul-97,0.9158,0.5967,116.08
17-Jul-97,0.9133,0.5981,116.08
18-Jul-97,0.9132,0.5973,115.55
21-Jul-97,0.9153,0.5959,115.81
22-Jul-97,0.9231,0.5964,115.62
23-Jul-97,0.9305,0.5949,115.82
24-Jul-97,0.9325,0.5977,115.92
25-Jul-97,0.9362,0.6006,116.7
28-Jul-97,0.9401,0.612,117.63
29-Jul-97,0.9324,0.6131,117.73
30-Jul-97,0.9367,0.6126,118.28
31-Jul-97,0.9364,0.6108,118.45
1-Aug-97,0.9465,0.611,117.88
4-Aug-97,0.9509,0.6133,118.22
5-Aug-97,0.9585,0.6147,119.13
6-Aug-97,0.9564,0.6242,118.91
7-Aug-97,0.9555,0.6306,118.51
8-Aug-97,0.9446,0.6334,115.85
11-Aug-97,0.9453,0.6288,115.75
12-Aug-97,0.9494,0.6337,115.98
13-Aug-97,0.9353,0.6328,115.65
14-Aug-97,0.9418,0.6301,117.88
15-Aug-97,0.9279,0.6214,117.13
18-Aug-97,0.9295,0.6209,117.73
19-Aug-97,0.9364,0.6227,118.2
20-Aug-97,0.9461,0.628,118.13
21-Aug-97,0.939,0.63,117.53
22-Aug-97,0.9262,0.6227,117.25
26-Aug-97,0.918,0.6202,118.56
27-Aug-97,0.923,0.6208,118.83
28-Aug-97,0.9161,0.6193,118.48
29-Aug-97,0.9185,0.6167,120.25
1-Sep-97,0.9231,0.6202,120.85
2-Sep-97,0.9339,0.6274,121.55
3-Sep-97,0.927,0.6314,121.09
4-Sep-97,0.9266,0.6305,120.92
5-Sep-97,0.9209,0.6306,121.1
8-Sep-97,0.9225,0.632,121.13
9-Sep-97,0.9229,0.6291,119.07
10-Sep-97,0.9181,0.6303,119.1
11-Sep-97,0.913,0.6297,119.75
12-Sep-97,0.9024,0.6218,120.83
15-Sep-97,0.8985,0.6231,120.32
16-Sep-97,0.901,0.6274,120.84
17-Sep-97,0.9009,0.6241,120.08
18-Sep-97,0.9023,0.6189,122.2
19-Sep-97,0.9027,0.6219,121.9
22-Sep-97,0.9139,0.6238,122.07
23-Sep-97,0.9147,0.6201,121.48
24-Sep-97,0.9026,0.6202,119.95
25-Sep-97,0.9011,0.6149,120.93
26-Sep-97,0.8996,0.6229,121.05
29-Sep-97,0.8971,0.6185,120.95
30-Sep-97,0.9004,0.6191,120.71
1-Oct-97,0.9057,0.6201,120.94
2-Oct-97,0.9012,0.6188,121.02
3-Oct-97,0.8994,0.6205,122.13
6-Oct-97,0.8989,0.6197,121.69
7-Oct-97,0.8953,0.616,121.83
8-Oct-97,0.8947,0.6164,121.17
9-Oct-97,0.8881,0.6147,121.09
10-Oct-97,0.8936,0.6171,119.95
13-Oct-97,0.8933,0.6159,120.8
14-Oct-97,0.8952,0.618,121.71
15-Oct-97,0.8924,0.6161,121.41
16-Oct-97,0.889,0.617,119.97
17-Oct-97,0.9013,0.6189,120.13
20-Oct-97,0.9025,0.6133,121.3
21-Oct-97,0.9092,0.6117,120.4
22-Oct-97,0.9074,0.6116,120.65
23-Oct-97,0.904,0.6136,121.78
24-Oct-97,0.9061,0.6121,121.27
27-Oct-97,0.8966,0.6037,121.74
28-Oct-97,0.8798,0.5955,119.75
29-Oct-97,0.888,0.6003,120.62
30-Oct-97,0.8787,0.6001,120.27
31-Oct-97,0.8781,0.5964,120.33
3-Nov-97,0.885,0.5963,120.78
4-Nov-97,0.8773,0.5933,121.89
5-Nov-97,0.8784,0.5968,122.58
6-Nov-97,0.8772,0.5911,123.02
7-Nov-97,0.8699,0.5902,123.85
10-Nov-97,0.8725,0.5927,124.06
11-Nov-97,0.8726,0.5868,125.08
12-Nov-97,0.8785,0.5862,125.88
13-Nov-97,0.8783,0.589,125.89
14-Nov-97,0.8822,0.5901,126.97
17-Nov-97,0.8836,0.5908,125.8
18-Nov-97,0.8792,0.5902,125.73
19-Nov-97,0.8832,0.5916,127.3
20-Nov-97,0.8826,0.5897,126.9
21-Nov-97,0.8912,0.5919,125.8
24-Nov-97,0.8847,0.5909,126.72
25-Nov-97,0.8889,0.5948,127.5
26-Nov-97,0.8969,0.5982,127.4
27-Nov-97,0.8993,0.5971,126.91
28-Nov-97,0.899,0.5936,127.65
1-Dec-97,0.9059,0.5936,129.27
2-Dec-97,0.9045,0.5945,128.65
3-Dec-97,0.9015,0.594,128.67
4-Dec-97,0.9024,0.5966,129.37
5-Dec-97,0.9084,0.6038,130.15
8-Dec-97,0.9117,0.607,130.58
9-Dec-97,0.9145,0.6077,129.92
10-Dec-97,0.9087,0.6055,129.01
11-Dec-97,0.9041,0.6048,130.15
12-Dec-97,0.9042,0.6051,130.25
15-Dec-97,0.9027,0.6124,130.79
16-Dec-97,0.9101,0.6122,130.85
17-Dec-97,0.9039,0.6076,127.32
18-Dec-97,0.9041,0.6022,128.35
19-Dec-97,0.9022,0.5992,128.95
22-Dec-97,0.9079,0.6014,130.37
23-Dec-97,0.9045,0.5986,129.91
24-Dec-97,0.9044,0.5991,129.9
29-Dec-97,0.9103,0.5972,129.87
30-Dec-97,0.9137,0.6036,129.66
31-Dec-97,0.9167,0.6078,130.12
2-Jan-98,0.9203,0.6096,132.32
5-Jan-98,0.928,0.6105,133.88
6-Jan-98,0.9299,0.6125,133.53
7-Jan-98,0.9317,0.6157,132.07
8-Jan-98,0.9273,0.619,132.55
9-Jan-98,0.929,0.6193,131.38
12-Jan-98,0.9286,0.6179,133.07
13-Jan-98,0.9298,0.6127,131.83
14-Jan-98,0.9303,0.6131,131.55
15-Jan-98,0.9347,0.6138,130.42
16-Jan-98,0.9329,0.6111,128.93
19-Jan-98,0.9373,0.6111,128.79
20-Jan-98,0.9393,0.6141,128.88
21-Jan-98,0.9327,0.6143,127.75
22-Jan-98,0.9201,0.6067,127.42
23-Jan-98,0.9089,0.6002,126.05
26-Jan-98,0.9136,0.6028,126.2
27-Jan-98,0.9143,0.6068,125.87
28-Jan-98,0.9223,0.609,125.12
29-Jan-98,0.9315,0.6104,125.2
30-Jan-98,0.9339,0.6116,126.92
2-Feb-98,0.9306,0.6112,126.67
3-Feb-98,0.9292,0.6089,126.2
4-Feb-98,0.9238,0.6049,124.05
5-Feb-98,0.9139,0.6042,123.25
6-Feb-98,0.9163,0.6059,123.57
9-Feb-98,0.9267,0.612,124.36
10-Feb-98,0.9242,0.6156,123.36
11-Feb-98,0.9301,0.6126,123.6
12-Feb-98,0.9247,0.6104,123.62
13-Feb-98,0.9317,0.6111,125.4
16-Feb-98,0.9292,0.6107,126.03
17-Feb-98,0.9321,0.6125,126.53
18-Feb-98,0.9294,0.6093,126.43
19-Feb-98,0.9317,0.6117,126.41
20-Feb-98,0.9308,0.6112,127.53
23-Feb-98,0.9191,0.6085,127.85
24-Feb-98,0.9204,0.6069,127.78
25-Feb-98,0.9257,0.6072,128.54
26-Feb-98,0.9263,0.6075,128.13
27-Feb-98,0.9273,0.6076,126.33
2-Mar-98,0.9255,0.6068,125.47
3-Mar-98,0.9238,0.605,125.93
4-Mar-98,0.929,0.6071,126.48
5-Mar-98,0.9339,0.6088,127.67
6-Mar-98,0.9355,0.6108,127.84
9-Mar-98,0.9332,0.6111,127.74
10-Mar-98,0.9352,0.6101,127.71
11-Mar-98,0.9381,0.6083,129.35
12-Mar-98,0.9335,0.6036,129.6
13-Mar-98,0.9277,0.5986,128.27
16-Mar-98,0.9301,0.6004,129.65
17-Mar-98,0.9265,0.5985,129.22
18-Mar-98,0.9326,0.5983,130.2
19-Mar-98,0.933,0.5996,130.38
20-Mar-98,0.9363,0.6007,130.44
23-Mar-98,0.9337,0.5964,130.32
24-Mar-98,0.9343,0.597,130.35
25-Mar-98,0.933,0.5966,128.86
26-Mar-98,0.9312,0.5932,128.82
27-Mar-98,0.9338,0.5943,130.32
30-Mar-98,0.9421,0.5961,132.15
31-Mar-98,0.9444,0.5972,133.28
1-Apr-98,0.9445,0.5971,133.18
2-Apr-98,0.9443,0.5991,133.46
3-Apr-98,0.9438,0.6023,134.7
6-Apr-98,0.9414,0.6021,134.73
7-Apr-98,0.9393,0.5996,133.71
8-Apr-98,0.932,0.5995,132.65
9-Apr-98,0.9286,0.5973,130.07
14-Apr-98,0.9218,0.5935,129.46
15-Apr-98,0.9184,0.5934,129.31
16-Apr-98,0.9236,0.5908,131.71
17-Apr-98,0.9238,0.5934,131.53
20-Apr-98,0.9212,0.5959,132.21
21-Apr-98,0.9151,0.5969,131.36
22-Apr-98,0.9157,0.597,130.68
23-Apr-98,0.919,0.6006,130.01
24-Apr-98,0.9171,0.5998,131.15
27-Apr-98,0.9145,0.5989,132.25
28-Apr-98,0.9173,0.5993,132.28
29-Apr-98,0.9165,0.5985,131.94
30-Apr-98,0.9169,0.5979,132.14
1-May-98,0.9093,0.6004,133.07
5-May-98,0.9058,0.6028,131.72
6-May-98,0.9017,0.6018,132.76
7-May-98,0.9012,0.6075,133.08
8-May-98,0.9038,0.6111,132.6
11-May-98,0.9074,0.6133,132.74
12-May-98,0.9067,0.612,133.8
13-May-98,0.9081,0.6121,134.03
14-May-98,0.9082,0.6132,134.1
15-May-98,0.9099,0.6138,134.08
18-May-98,0.914,0.6169,136.1
19-May-98,0.9115,0.6156,136.25
20-May-98,0.9041,0.6129,136.06
21-May-98,0.8981,0.6127,135.46
22-May-98,0.8979,0.6124,135.66
26-May-98,0.9052,0.6114,137.9
27-May-98,0.91,0.6132,137.6
28-May-98,0.9084,0.6141,138.5
29-May-98,0.9106,0.6129,138.53
1-Jun-98,0.9095,0.6108,139.62
2-Jun-98,0.9101,0.6106,138.87
3-Jun-98,0.905,0.6105,138.28
4-Jun-98,0.901,0.6087,138.23
5-Jun-98,0.9054,0.6112,139.58
8-Jun-98,0.9079,0.6125,140.37
9-Jun-98,0.9089,0.6112,140.37
10-Jun-98,0.9177,0.6141,141.21
11-Jun-98,0.9215,0.6134,142.57
12-Jun-98,0.9215,0.6131,144.18
15-Jun-98,0.9261,0.6116,146.35
16-Jun-98,0.9183,0.605,144.22
17-Jun-98,0.9145,0.6029,138.25
18-Jun-98,0.9142,0.5974,137.45
19-Jun-98,0.9107,0.5971,134.05
22-Jun-98,0.9164,0.5978,138.08
23-Jun-98,0.92,0.6005,139.05
24-Jun-98,0.92,0.5998,140.62
25-Jun-98,0.9171,0.5992,141.4
26-Jun-98,0.9243,0.6012,142.73
29-Jun-98,0.926,0.6005,141.62
30-Jun-98,0.9216,0.5998,138.8
1-Jul-98,0.9286,0.6027,138.77
2-Jul-98,0.9304,0.6031,141.14
3-Jul-98,0.9287,0.607,139.38
6-Jul-98,0.9236,0.6072,139.97
7-Jul-98,0.9255,0.6099,138.3
8-Jul-98,0.9286,0.6107,139.72
9-Jul-98,0.9341,0.6134,141.28
10-Jul-98,0.9288,0.6127,140.98
13-Jul-98,0.9212,0.609,140.88
14-Jul-98,0.9189,0.6108,139.68
15-Jul-98,0.9213,0.6126,140.47
16-Jul-98,0.9153,0.6106,139.82
17-Jul-98,0.9132,0.6096,139.6
20-Jul-98,0.9085,0.6065,139
21-Jul-98,0.9132,0.6072,140.1
22-Jul-98,0.9148,0.6095,141.01
23-Jul-98,0.9158,0.6087,141.31
24-Jul-98,0.9087,0.6029,140.83
27-Jul-98,0.9105,0.604,142.22
28-Jul-98,0.9069,0.6057,141.75
29-Jul-98,0.906,0.6089,142.58
30-Jul-98,0.9067,0.6096,142.78
31-Jul-98,0.9088,0.6114,144.5
3-Aug-98,0.9116,0.6154,145.72
4-Aug-98,0.911,0.6123,145.05
5-Aug-98,0.9052,0.6111,144.23
6-Aug-98,0.9035,0.6126,144.6
7-Aug-98,0.9055,0.6125,145.84
10-Aug-98,0.909,0.6127,146.5
11-Aug-98,0.9099,0.6126,147.15
12-Aug-98,0.9066,0.6137,146.03
13-Aug-98,0.9115,0.615,145.2
14-Aug-98,0.9178,0.6164,145.5
17-Aug-98,0.9163,0.6187,145.84
18-Aug-98,0.9183,0.6187,145.13
19-Aug-98,0.9198,0.6168,143.92
20-Aug-98,0.9192,0.6148,142.2
21-Aug-98,0.9184,0.6124,144.43
24-Aug-98,0.9176,0.6099,143.82
25-Aug-98,0.9192,0.6102,144.73
26-Aug-98,0.9234,0.6112,144.67
27-Aug-98,0.9238,0.6074,142.7
28-Aug-98,0.9074,0.6013,143.25
