"Date","Spot exchange rate, Japanese Yen into US $                          XUDLJYD"
"28 Sep 09","89.47"
"25 Sep 09","89.94"
"24 Sep 09","91.15"
"23 Sep 09","91.39"
"22 Sep 09","91.15"
"21 Sep 09","92.23"
"18 Sep 09","91.33"
"17 Sep 09","91.15"
"16 Sep 09","91.08"
"15 Sep 09","91.26"
"14 Sep 09","90.7"
"11 Sep 09","90.57"
"10 Sep 09","91.77"
"09 Sep 09","91.75"
"08 Sep 09","92.17"
"07 Sep 09","93.08"
"04 Sep 09","92.94"
"03 Sep 09","92.52"
"02 Sep 09","92.49"
"01 Sep 09","93.11"
"28 Aug 09","93.47"
"27 Aug 09","93.52"
"26 Aug 09","94.35"
"25 Aug 09","94.34"
"24 Aug 09","94.88"
"21 Aug 09","94.58"
"20 Aug 09","94.33"
"19 Aug 09","93.75"
"18 Aug 09","94.74"
"17 Aug 09","94.43"
"14 Aug 09","94.52"
"13 Aug 09","95.47"
"12 Aug 09","96.23"
"11 Aug 09","95.89"
"10 Aug 09","97.36"
"07 Aug 09","97.43"
"06 Aug 09","95.57"
"05 Aug 09","94.91"
"04 Aug 09","95.28"
"03 Aug 09","95.22"
"31 Jul 09","95.18"
"30 Jul 09","95.61"
"29 Jul 09","95"
"28 Jul 09","94.54"
"27 Jul 09","95.32"
"24 Jul 09","94.7"
"23 Jul 09","94.84"
"22 Jul 09","93.69"
"21 Jul 09","93.65"
"20 Jul 09","94.55"
"17 Jul 09","94.09"
"16 Jul 09","93.64"
"15 Jul 09","93.88"
"14 Jul 09","93"
"13 Jul 09","92.56"
"10 Jul 09","92.24"
"09 Jul 09","92.81"
"08 Jul 09","94.14"
"07 Jul 09","95.07"
"06 Jul 09","94.77"
"03 Jul 09","96.07"
"02 Jul 09","95.96"
"01 Jul 09","96.67"
"30 Jun 09","96.5"
"29 Jun 09","95.7"
"26 Jun 09","95.35"
"25 Jun 09","96.35"
"24 Jun 09","95.37"
"23 Jun 09","95.29"
"22 Jun 09","95.96"
"19 Jun 09","96.73"
"18 Jun 09","96.32"
"17 Jun 09","95.67"
"16 Jun 09","96.67"
"15 Jun 09","97.98"
"12 Jun 09","98.26"
"11 Jun 09","97.91"
"10 Jun 09","98.12"
"09 Jun 09","97.48"
"08 Jun 09","98.66"
"05 Jun 09","98"
"04 Jun 09","96.36"
"03 Jun 09","95.75"
"02 Jun 09","95.96"
"01 Jun 09","96.62"
"29 May 09","95.46"
"28 May 09","96.74"
"27 May 09","95.14"
"26 May 09","94.78"
"22 May 09","94.67"
"21 May 09","94.58"
"20 May 09","95.35"
"19 May 09","96.18"
"18 May 09","95.78"
"15 May 09","95.34"
"14 May 09","95.63"
"13 May 09","96.07"
"12 May 09","96.56"
"11 May 09","97.66"
"08 May 09","98.93"
"07 May 09","98.93"
"06 May 09","98.71"
"05 May 09","98.85"
"01 May 09","99.34"
"30 Apr 09","98.33"
"29 Apr 09","96.98"
"28 Apr 09","96.6"
"27 Apr 09","96.64"
"24 Apr 09","97.4"
"23 Apr 09","97.94"
"22 Apr 09","98.07"
"21 Apr 09","98.33"
"20 Apr 09","98.35"
"17 Apr 09","98.96"
"16 Apr 09","99.18"
"15 Apr 09","99.41"
"14 Apr 09","99.25"
"09 Apr 09","100.34"
"08 Apr 09","100.04"
"07 Apr 09","100.53"
"06 Apr 09","100.79"
"03 Apr 09","99.69"
"02 Apr 09","99.48"
"01 Apr 09","98.81"
"31 Mar 09","98.77"
"30 Mar 09","96.91"
"27 Mar 09","98"
"26 Mar 09","98.48"
"25 Mar 09","97.71"
"24 Mar 09","97.87"
"23 Mar 09","97.32"
"20 Mar 09","96.19"
"19 Mar 09","93.86"
"18 Mar 09","98.09"
"17 Mar 09","98.86"
"16 Mar 09","98.18"
"13 Mar 09","98.05"
"12 Mar 09","97.87"
"11 Mar 09","97.76"
"10 Mar 09","98.4"
"09 Mar 09","98.88"
"06 Mar 09","97.8"
"05 Mar 09","98.24"
"04 Mar 09","99.4"
"03 Mar 09","98.51"
"02 Mar 09","97.57"
"27 Feb 09","97.84"
"26 Feb 09","98.38"
"25 Feb 09","97.04"
"24 Feb 09","96.76"
"23 Feb 09","94.47"
"20 Feb 09","94.18"
"19 Feb 09","94.09"
"18 Feb 09","93.6"
"17 Feb 09","92.42"
"16 Feb 09","91.87"
"13 Feb 09","91.96"
"12 Feb 09","90.65"
"11 Feb 09","90.29"
"10 Feb 09","91.19"
"09 Feb 09","91.68"
"06 Feb 09","91.55"
"05 Feb 09","90.26"
"04 Feb 09","89.71"
"03 Feb 09","89.13"
"02 Feb 09","89.86"
"30 Jan 09","89.81"
"29 Jan 09","89.89"
"28 Jan 09","89.71"
"27 Jan 09","88.88"
"26 Jan 09","89.47"
"23 Jan 09","89.4"
"22 Jan 09","88.69"
"21 Jan 09","87.64"
"20 Jan 09","90.15"
"19 Jan 09","90.4"
"16 Jan 09","90.63"
"15 Jan 09","89.72"
"14 Jan 09","88.8"
"13 Jan 09","89.57"
"12 Jan 09","89.22"
"09 Jan 09","90.22"
"08 Jan 09","91.24"
"07 Jan 09","92.82"
"06 Jan 09","94.48"
"05 Jan 09","93.06"
"02 Jan 09","90.97"
"31 Dec 08","90.55"
"30 Dec 08","90.18"
"29 Dec 08","90.08"
"24 Dec 08","90.58"
"23 Dec 08","90.56"
"22 Dec 08","90.36"
"19 Dec 08","89.54"
"18 Dec 08","89.22"
"17 Dec 08","87.95"
"16 Dec 08","90.09"
"15 Dec 08","90.49"
"12 Dec 08","91.23"
"11 Dec 08","91.8"
"10 Dec 08","92.8"
"09 Dec 08","92.6"
"08 Dec 08","93.04"
"05 Dec 08","92.05"
"04 Dec 08","92.82"
"03 Dec 08","93.33"
"02 Dec 08","93.58"
"01 Dec 08","93.81"
"28 Nov 08","95.25"
"27 Nov 08","95.58"
"26 Nov 08","95.06"
"25 Nov 08","95.55"
"24 Nov 08","96.39"
"21 Nov 08","94.99"
"20 Nov 08","95.03"
"19 Nov 08","96.9"
"18 Nov 08","97.39"
"17 Nov 08","96.59"
"14 Nov 08","96.79"
"13 Nov 08","95.93"
"12 Nov 08","95.54"
"11 Nov 08","97.45"
"10 Nov 08","98.61"
"07 Nov 08","98.24"
"06 Nov 08","98.06"
"05 Nov 08","99.4"
"04 Nov 08","99.71"
"03 Nov 08","98.94"
"31 Oct 08","98.36"
"30 Oct 08","97.49"
"29 Oct 08","97.49"
"28 Oct 08","95.69"
"27 Oct 08","93.3"
"24 Oct 08","93.17"
"23 Oct 08","97.56"
"22 Oct 08","98.92"
"21 Oct 08","100.98"
"20 Oct 08","101.52"
"17 Oct 08","101.4"
"16 Oct 08","100.4"
"15 Oct 08","101.34"
"14 Oct 08","102.43"
"13 Oct 08","100.8"
"10 Oct 08","99.86"
"09 Oct 08","100.68"
"08 Oct 08","100"
"07 Oct 08","102.54"
"06 Oct 08","101.16"
"03 Oct 08","105.83"
"02 Oct 08","105.28"
"01 Oct 08","105.59"
"30 Sep 08","106.17"
"29 Sep 08","104.85"
"26 Sep 08","106.03"
"25 Sep 08","106.42"
"24 Sep 08","106.03"
"23 Sep 08","105.73"
"22 Sep 08","106.78"
"19 Sep 08","106.8"
"18 Sep 08","104.88"
"17 Sep 08","104.75"
"16 Sep 08","104.89"
"15 Sep 08","106.24"
"12 Sep 08","107.29"
"11 Sep 08","106.52"
"10 Sep 08","107.56"
"09 Sep 08","107.46"
"08 Sep 08","107.97"
"05 Sep 08","106.45"
"04 Sep 08","108.09"
"03 Sep 08","108.43"
"02 Sep 08","108.84"
"01 Sep 08","108.13"
"29 Aug 08","108.52"
"28 Aug 08","109.41"
"27 Aug 08","109.73"
"26 Aug 08","109.84"
"22 Aug 08","109.93"
"21 Aug 08","108.26"
"20 Aug 08","109.9"
"19 Aug 08","109.74"
"18 Aug 08","110.27"
"15 Aug 08","110.45"
"14 Aug 08","109.58"
"13 Aug 08","108.64"
"12 Aug 08","109.73"
"11 Aug 08","109.9"
"08 Aug 08","110.18"
"07 Aug 08","109.59"
"06 Aug 08","109.14"
"05 Aug 08","108.05"
"04 Aug 08","107.98"
"01 Aug 08","107.53"
"31 Jul 08","108.07"
"30 Jul 08","108.2"
"29 Jul 08","108.19"
"28 Jul 08","107.62"
"25 Jul 08","107.9"
"24 Jul 08","107.63"
"23 Jul 08","107.83"
"22 Jul 08","106.89"
"21 Jul 08","106.84"
"18 Jul 08","106.73"
"17 Jul 08","105.61"
"16 Jul 08","104.81"
"15 Jul 08","104.37"
"14 Jul 08","106.45"
"11 Jul 08","106.04"
"10 Jul 08","106.89"
"09 Jul 08","107.12"
"08 Jul 08","107.21"
"07 Jul 08","107.52"
"04 Jul 08","106.73"
"03 Jul 08","106.68"
"02 Jul 08","106.11"
"01 Jul 08","106.01"
"30 Jun 08","106.01"
"27 Jun 08","106.14"
"26 Jun 08","107.19"
"25 Jun 08","108.17"
"24 Jun 08","107.71"
"23 Jun 08","107.92"
"20 Jun 08","107.39"
"19 Jun 08","107.98"
"18 Jun 08","107.9"
"17 Jun 08","108.14"
"16 Jun 08","108.28"
"13 Jun 08","108.02"
"12 Jun 08","108.03"
"11 Jun 08","106.77"
"10 Jun 08","107.19"
"09 Jun 08","106.07"
"06 Jun 08","105.32"
"05 Jun 08","106.11"
"04 Jun 08","105.03"
"03 Jun 08","105.26"
"02 Jun 08","104.55"
"30 May 08","105.57"
"29 May 08","105.41"
"28 May 08","104.75"
"27 May 08","104.1"
"23 May 08","103.37"
"22 May 08","103.95"
"21 May 08","103.27"
"20 May 08","103.84"
"19 May 08","104.48"
"16 May 08","104.08"
"15 May 08","104.81"
"14 May 08","105.26"
"13 May 08","104.45"
"12 May 08","103.67"
"09 May 08","103.23"
"08 May 08","103.62"
"07 May 08","105.34"
"06 May 08","104.43"
"02 May 08","105.32"
"01 May 08","104.08"
"30 Apr 08","104.51"
"29 Apr 08","103.37"
"28 Apr 08","104.49"
"25 Apr 08","104.13"
"24 Apr 08","104.02"
"23 Apr 08","103.62"
"22 Apr 08","103.19"
"21 Apr 08","103.13"
"18 Apr 08","104.46"
"17 Apr 08","102.37"
"16 Apr 08","101.31"
"15 Apr 08","101.35"
"14 Apr 08","100.72"
"11 Apr 08","101.1"
"10 Apr 08","100.99"
"09 Apr 08","102.29"
"08 Apr 08","102.58"
"07 Apr 08","102.53"
"04 Apr 08","101.57"
"03 Apr 08","102.27"
"02 Apr 08","102.69"
"01 Apr 08","101.86"
"31 Mar 08","99.52"
"28 Mar 08","99.72"
"27 Mar 08","99.88"
"26 Mar 08","99.13"
"25 Mar 08","100.08"
"20 Mar 08","98.78"
"19 Mar 08","99.35"
"18 Mar 08","98.24"
"17 Mar 08","96.91"
"14 Mar 08","100.21"
"13 Mar 08","100.59"
"12 Mar 08","102.4"
"11 Mar 08","102.88"
"10 Mar 08","101.82"
"07 Mar 08","102.98"
"06 Mar 08","103.09"
"05 Mar 08","103.96"
"04 Mar 08","102.79"
"03 Mar 08","103.39"
"29 Feb 08","104.1"
"28 Feb 08","105.77"
"27 Feb 08","106.52"
"26 Feb 08","107.65"
"25 Feb 08","108.09"
"22 Feb 08","106.96"
"21 Feb 08","107.51"
"20 Feb 08","108.03"
"19 Feb 08","107.54"
"18 Feb 08","108.21"
"15 Feb 08","107.62"
"14 Feb 08","108.17"
"13 Feb 08","108.24"
"12 Feb 08","107.43"
"11 Feb 08","106.76"
"08 Feb 08","107.45"
"07 Feb 08","106.62"
"06 Feb 08","106.74"
"05 Feb 08","106.92"
"04 Feb 08","106.78"
"01 Feb 08","106.25"
"31 Jan 08","106.32"
"30 Jan 08","107.35"
"29 Jan 08","106.92"
"28 Jan 08","106.79"
"25 Jan 08","107.3"
"24 Jan 08","106.67"
"23 Jan 08","105.73"
"22 Jan 08","106.82"
"21 Jan 08","105.84"
"18 Jan 08","107.07"
"17 Jan 08","107.13"
"16 Jan 08","106.84"
"15 Jan 08","106.82"
"14 Jan 08","108.01"
"11 Jan 08","109.02"
"10 Jan 08","109.48"
"09 Jan 08","109.54"
"08 Jan 08","109.71"
"07 Jan 08","108.69"
"04 Jan 08","108.23"
"03 Jan 08","109.52"
"02 Jan 08","109.75"
"31 Dec 07","111.7"
"28 Dec 07","113.13"
"27 Dec 07","114.16"
"24 Dec 07","114.19"
"21 Dec 07","113.92"
"20 Dec 07","112.91"
"19 Dec 07","113.37"
"18 Dec 07","113.21"
"17 Dec 07","113.24"
"14 Dec 07","113.36"
"13 Dec 07","112.14"
"12 Dec 07","112.24"
"11 Dec 07","111.61"
"10 Dec 07","111.71"
"07 Dec 07","111.67"
"06 Dec 07","111.36"
"05 Dec 07","110.93"
"04 Dec 07","109.62"
"03 Dec 07","110.47"
"30 Nov 07","110.88"
"29 Nov 07","109.67"
"28 Nov 07","109.96"
"27 Nov 07","108.57"
"26 Nov 07","108.26"
"23 Nov 07","108.02"
"22 Nov 07","108.56"
"21 Nov 07","108.42"
"20 Nov 07","110.16"
"19 Nov 07","110.18"
"16 Nov 07","110.61"
"15 Nov 07","110.93"
"14 Nov 07","111.4"
"13 Nov 07","110.23"
"12 Nov 07","109.38"
"09 Nov 07","110.65"
"08 Nov 07","112.76"
"07 Nov 07","113.25"
"06 Nov 07","114.31"
"05 Nov 07","114.5"
"02 Nov 07","114.76"
"01 Nov 07","114.88"
"31 Oct 07","115.29"
"30 Oct 07","114.72"
"29 Oct 07","114.7"
"26 Oct 07","114.15"
"25 Oct 07","114.25"
"24 Oct 07","114.08"
"23 Oct 07","114.67"
"22 Oct 07","114.06"
"19 Oct 07","114.94"
"18 Oct 07","115.67"
"17 Oct 07","116.68"
"16 Oct 07","116.57"
"15 Oct 07","117.46"
"12 Oct 07","117.43"
"11 Oct 07","117.58"
"10 Oct 07","117.08"
"09 Oct 07","116.99"
"08 Oct 07","117.58"
"05 Oct 07","116.7"
"04 Oct 07","116.46"
"03 Oct 07","116.75"
"02 Oct 07","115.9"
"01 Oct 07","115.66"
"28 Sep 07","115.02"
"27 Sep 07","115.67"
"26 Sep 07","115.7"
"25 Sep 07","114.36"
"24 Sep 07","114.97"
"21 Sep 07","115.41"
"20 Sep 07","114.55"
"19 Sep 07","116.27"
"18 Sep 07","115.81"
"17 Sep 07","115.02"
"14 Sep 07","115.07"
"13 Sep 07","115.41"
"12 Sep 07","114.2"
"11 Sep 07","114.1"
"10 Sep 07","113.29"
"07 Sep 07","113.45"
"06 Sep 07","115.25"
"05 Sep 07","115.35"
"04 Sep 07","116.2"
"03 Sep 07","115.87"
"31 Aug 07","115.92"
"30 Aug 07","115.8"
"29 Aug 07","115.09"
"28 Aug 07","114.95"
"24 Aug 07","115.91"
"23 Aug 07","116.25"
"22 Aug 07","115.03"
"21 Aug 07","114.34"
"20 Aug 07","114.83"
"17 Aug 07","113.78"
"16 Aug 07","114.23"
"15 Aug 07","117.25"
"14 Aug 07","117.93"
"13 Aug 07","118.37"
"10 Aug 07","117.78"
"09 Aug 07","118.66"
"08 Aug 07","119.64"
"07 Aug 07","118.4"
"06 Aug 07","117.8"
"03 Aug 07","118.37"
"02 Aug 07","118.99"
"01 Aug 07","118.55"
"31 Jul 07","119.07"
"30 Jul 07","118.46"
"27 Jul 07","118.8"
"26 Jul 07","119.31"
"25 Jul 07","120.25"
"24 Jul 07","120.66"
"23 Jul 07","121.35"
"20 Jul 07","121.2"
"19 Jul 07","122.01"
"18 Jul 07","121.83"
"17 Jul 07","122.22"
"16 Jul 07","122.07"
"13 Jul 07","122.24"
"12 Jul 07","122.46"
"11 Jul 07","121.84"
"10 Jul 07","122.08"
"09 Jul 07","123.31"
"06 Jul 07","123.2"
"05 Jul 07","122.82"
"04 Jul 07","122.62"
"03 Jul 07","122.33"
"02 Jul 07","122.31"
"29 Jun 07","123.51"
"28 Jun 07","122.97"
"27 Jun 07","122.48"
"26 Jun 07","123.09"
"25 Jun 07","123.74"
"22 Jun 07","124.09"
"21 Jun 07","123.66"
"20 Jun 07","123.65"
"19 Jun 07","123.38"
"18 Jun 07","123.66"
"15 Jun 07","123.52"
"14 Jun 07","122.92"
"13 Jun 07","122.33"
"12 Jun 07","121.76"
"11 Jun 07","121.73"
"08 Jun 07","121.56"
"07 Jun 07","121.45"
"06 Jun 07","121.05"
"05 Jun 07","121.65"
"04 Jun 07","121.75"
"01 Jun 07","122.03"
"31 May 07","121.81"
"30 May 07","121.52"
"29 May 07","121.74"
"25 May 07","121.64"
"24 May 07","121.43"
"23 May 07","121.44"
"22 May 07","121.42"
"21 May 07","121.6"
"18 May 07","121.21"
"17 May 07","121.27"
"16 May 07","120.69"
"15 May 07","120.27"
"14 May 07","120.36"
"11 May 07","120.1"
"10 May 07","120.43"
"09 May 07","119.71"
"08 May 07","119.87"
"04 May 07","120.24"
"03 May 07","120.35"
"02 May 07","120.11"
"01 May 07","119.75"
"30 Apr 07","119.51"
"27 Apr 07","119.46"
"26 Apr 07","119.39"
"25 Apr 07","118.48"
"24 Apr 07","118.41"
"23 Apr 07","118.73"
"20 Apr 07","118.89"
"19 Apr 07","118.27"
"18 Apr 07","118.25"
"17 Apr 07","119.27"
"16 Apr 07","119.81"
"13 Apr 07","119.3"
"12 Apr 07","118.95"
"11 Apr 07","119.33"
"10 Apr 07","119.08"
"05 Apr 07","118.55"
"04 Apr 07","118.62"
"03 Apr 07","118.78"
"02 Apr 07","117.82"
"30 Mar 07","118.06"
"29 Mar 07","117.9"
"28 Mar 07","116.46"
"27 Mar 07","117.93"
"26 Mar 07","117.87"
"23 Mar 07","117.83"
"22 Mar 07","117.76"
"21 Mar 07","117.84"
"20 Mar 07","117.33"
"19 Mar 07","117.59"
"16 Mar 07","116.76"
"15 Mar 07","117.28"
"14 Mar 07","116.34"
"13 Mar 07","116.98"
"12 Mar 07","117.56"
"09 Mar 07","118.1"
"08 Mar 07","117.34"
"07 Mar 07","116.56"
"06 Mar 07","116.25"
"05 Mar 07","116.01"
"02 Mar 07","117.02"
"01 Mar 07","117.64"
"28 Feb 07","118.47"
"27 Feb 07","118.73"
"26 Feb 07","120.54"
"23 Feb 07","121.08"
"22 Feb 07","121.44"
"21 Feb 07","120.99"
"20 Feb 07","120.11"
"19 Feb 07","119.7"
"16 Feb 07","119.31"
"15 Feb 07","119.48"
"14 Feb 07","120.78"
"13 Feb 07","121.3"
"12 Feb 07","121.81"
"09 Feb 07","121.7"
"08 Feb 07","121.18"
"07 Feb 07","120.66"
"06 Feb 07","120.46"
"05 Feb 07","120.29"
"02 Feb 07","121.14"
"01 Feb 07","120.5"
"31 Jan 07","120.95"
"30 Jan 07","121.53"
"29 Jan 07","121.91"
"26 Jan 07","121.49"
"25 Jan 07","120.95"
"24 Jan 07","120.98"
"23 Jan 07","121.38"
"22 Jan 07","121.58"
"19 Jan 07","121.38"
"18 Jan 07","121.31"
"17 Jan 07","120.53"
"16 Jan 07","120.74"
"15 Jan 07","120.49"
"12 Jan 07","120.35"
"11 Jan 07","120.45"
"10 Jan 07","119.63"
"09 Jan 07","119.4"
"08 Jan 07","118.59"
"05 Jan 07","118.74"
"04 Jan 07","119.24"
"03 Jan 07","119.37"
"02 Jan 07","118.83"
"29 Dec 06","119.16"
"28 Dec 06","118.98"
"27 Dec 06","118.69"
"22 Dec 06","118.81"
"21 Dec 06","118.45"
"20 Dec 06","118.34"
"19 Dec 06","118.12"
"18 Dec 06","118.12"
"15 Dec 06","117.7"
"14 Dec 06","117.63"
"13 Dec 06","117.26"
"12 Dec 06","117.08"
"11 Dec 06","117.06"
"08 Dec 06","115.49"
"07 Dec 06","115.16"
"06 Dec 06","114.9"
"05 Dec 06","115.09"
"04 Dec 06","115.43"
"01 Dec 06","115.17"
"30 Nov 06","115.65"
"29 Nov 06","116.16"
"28 Nov 06","116.24"
"27 Nov 06","116.09"
"24 Nov 06","115.86"
"23 Nov 06","116.14"
"22 Nov 06","116.62"
"21 Nov 06","117.9"
"20 Nov 06","118.18"
"17 Nov 06","117.68"
"16 Nov 06","118.12"
"15 Nov 06","118.1"
"14 Nov 06","117.73"
"13 Nov 06","118.11"
"10 Nov 06","117.47"
"09 Nov 06","118.29"
"08 Nov 06","117.92"
"07 Nov 06","117.45"
"06 Nov 06","118.36"
"03 Nov 06","118.06"
"02 Nov 06","117.11"
"01 Nov 06","116.97"
"31 Oct 06","117.15"
"30 Oct 06","117.48"
"27 Oct 06","117.61"
"26 Oct 06","118.6"
"25 Oct 06","119.13"
"24 Oct 06","119.47"
"23 Oct 06","119.31"
"20 Oct 06","118.77"
"19 Oct 06","118.31"
"18 Oct 06","119.08"
"17 Oct 06","118.7"
"16 Oct 06","119.25"
"13 Oct 06","119.87"
"12 Oct 06","119.51"
"11 Oct 06","119.59"
"10 Oct 06","119.65"
"09 Oct 06","119.12"
"06 Oct 06","118.99"
"05 Oct 06","117.69"
"04 Oct 06","117.98"
"03 Oct 06","117.89"
"02 Oct 06","117.73"
"29 Sep 06","118.09"
"28 Sep 06","117.85"
"27 Sep 06","117.37"
"26 Sep 06","117.04"
"25 Sep 06","116.49"
"22 Sep 06","116.38"
"21 Sep 06","116.78"
"20 Sep 06","117.25"
"19 Sep 06","117.18"
"18 Sep 06","118.01"
"15 Sep 06","117.59"
"14 Sep 06","117.41"
"13 Sep 06","117.67"
"12 Sep 06","117.77"
"11 Sep 06","117.74"
"08 Sep 06","116.74"
"07 Sep 06","116.45"
"06 Sep 06","116.63"
"05 Sep 06","116.1"
"04 Sep 06","115.95"
"01 Sep 06","117.32"
"31 Aug 06","117.3"
"30 Aug 06","117.05"
"29 Aug 06","116.92"
"25 Aug 06","117.3"
"24 Aug 06","116.32"
"23 Aug 06","116.53"
"22 Aug 06","116.46"
"21 Aug 06","115.86"
"18 Aug 06","115.74"
"17 Aug 06","115.53"
"16 Aug 06","115.78"
"15 Aug 06","116.02"
"14 Aug 06","116.45"
"11 Aug 06","116.07"
"10 Aug 06","115.41"
"09 Aug 06","115.17"
"08 Aug 06","115.08"
"07 Aug 06","115"
"04 Aug 06","114.22"
"03 Aug 06","115.07"
"02 Aug 06","114.59"
"01 Aug 06","115.16"
"31 Jul 06","114.45"
"28 Jul 06","114.71"
"27 Jul 06","115.52"
"26 Jul 06","116.85"
"25 Jul 06","116.87"
"24 Jul 06","116.73"
"21 Jul 06","116.11"
"20 Jul 06","116.74"
"19 Jul 06","117.07"
"18 Jul 06","117.34"
"17 Jul 06","117.13"
"14 Jul 06","116.33"
"13 Jul 06","115.25"
"12 Jul 06","115.59"
"11 Jul 06","114.27"
"10 Jul 06","114.09"
"07 Jul 06","113.99"
"06 Jul 06","115.13"
"05 Jul 06","115.72"
"04 Jul 06","114.61"
"03 Jul 06","114.73"
"30 Jun 06","114.31"
"29 Jun 06","116.13"
"28 Jun 06","116.3"
"27 Jun 06","116.19"
"26 Jun 06","116.35"
"23 Jun 06","116.2"
"22 Jun 06","115.78"
"21 Jun 06","114.97"
"20 Jun 06","114.95"
"19 Jun 06","115.48"
"16 Jun 06","114.97"
"15 Jun 06","114.87"
"14 Jun 06","114.84"
"13 Jun 06","115.2"
"12 Jun 06","114.39"
"09 Jun 06","113.81"
"08 Jun 06","114.33"
"07 Jun 06","113.65"
"06 Jun 06","113.52"
"05 Jun 06","111.8"
"02 Jun 06","111.45"
"01 Jun 06","112.4"
"31 May 06","112.11"
"30 May 06","111.92"
"26 May 06","112.62"
"25 May 06","111.95"
"24 May 06","112.66"
"23 May 06","111.29"
"22 May 06","112.12"
"19 May 06","112.14"
"18 May 06","110.61"
"17 May 06","109.8"
"16 May 06","110.08"
"15 May 06","110.26"
"12 May 06","110.46"
"11 May 06","110.69"
"10 May 06","110.58"
"09 May 06","111.13"
"08 May 06","111.47"
"05 May 06","112.38"
"04 May 06","113.53"
"03 May 06","113.63"
"02 May 06","113.22"
"28 Apr 06","114.21"
"27 Apr 06","113.99"
"26 Apr 06","114.89"
"25 Apr 06","114.78"
"24 Apr 06","114.96"
"21 Apr 06","116.94"
"20 Apr 06","117.55"
"19 Apr 06","117.82"
"18 Apr 06","117.62"
"13 Apr 06","118.42"
"12 Apr 06","118.39"
"11 Apr 06","118.61"
"10 Apr 06","118.36"
"07 Apr 06","118.03"
"06 Apr 06","117.72"
"05 Apr 06","117.65"
"04 Apr 06","117.49"
"03 Apr 06","117.98"
"31 Mar 06","117.97"
"30 Mar 06","117.22"
"29 Mar 06","118.1"
"28 Mar 06","116.78"
"27 Mar 06","116.51"
"24 Mar 06","117.72"
"23 Mar 06","117.69"
"22 Mar 06","116.87"
"21 Mar 06","117.03"
"20 Mar 06","116.3"
"17 Mar 06","116.14"
"16 Mar 06","117.12"
"15 Mar 06","117.54"
"14 Mar 06","117.47"
"13 Mar 06","119.16"
"10 Mar 06","119.11"
"09 Mar 06","117.61"
"08 Mar 06","117.87"
"07 Mar 06","117.78"
"06 Mar 06","117.51"
"03 Mar 06","116.54"
"02 Mar 06","116.14"
"01 Mar 06","115.97"
"28 Feb 06","115.82"
"27 Feb 06","116.02"
"24 Feb 06","116.88"
"23 Feb 06","117.13"
"22 Feb 06","118.59"
"21 Feb 06","118.96"
"20 Feb 06","118.27"
"17 Feb 06","118.46"
"16 Feb 06","117.85"
"15 Feb 06","117.48"
"14 Feb 06","117.47"
"13 Feb 06","117.81"
"10 Feb 06","117.65"
"09 Feb 06","118.57"
"08 Feb 06","118.59"
"07 Feb 06","118.03"
"06 Feb 06","118.81"
"03 Feb 06","119.14"
"02 Feb 06","118.43"
"01 Feb 06","117.78"
"31 Jan 06","117.08"
"30 Jan 06","117.66"
"27 Jan 06","116.98"
"26 Jan 06","116.12"
"25 Jan 06","115.77"
"24 Jan 06","114.65"
"23 Jan 06","114.63"
"20 Jan 06","115.32"
"19 Jan 06","115.05"
"18 Jan 06","115.25"
"17 Jan 06","115.85"
"16 Jan 06","114.93"
"13 Jan 06","114.39"
"12 Jan 06","114.14"
"11 Jan 06","114.24"
"10 Jan 06","114.53"
"09 Jan 06","114.3"
"06 Jan 06","114.62"
"05 Jan 06","115.87"
"04 Jan 06","116.33"
"03 Jan 06","116.65"
"30 Dec 05","118.04"
"29 Dec 05","117.77"
"28 Dec 05","117.38"
"23 Dec 05","116.31"
"22 Dec 05","116.64"
"21 Dec 05","117.44"
"20 Dec 05","116.93"
"19 Dec 05","116.04"
"16 Dec 05","115.79"
"15 Dec 05","116.59"
"14 Dec 05","117.05"
"13 Dec 05","120.05"
"12 Dec 05","120"
"09 Dec 05","120.57"
"08 Dec 05","120.5"
"07 Dec 05","120.83"
"06 Dec 05","121.03"
"05 Dec 05","120.99"
"02 Dec 05","120.76"
"01 Dec 05","120.47"
"30 Nov 05","119.68"
"29 Nov 05","119.56"
"28 Nov 05","119.2"
"25 Nov 05","119.67"
"24 Nov 05","118.82"
"23 Nov 05","118.68"
"22 Nov 05","119.22"
"21 Nov 05","118.69"
"18 Nov 05","119.33"
"17 Nov 05","118.68"
"16 Nov 05","119.34"
"15 Nov 05","119.16"
"14 Nov 05","118.83"
"11 Nov 05","117.97"
"10 Nov 05","117.97"
"09 Nov 05","117.41"
"08 Nov 05","117.27"
"07 Nov 05","117.78"
"04 Nov 05","118.25"
"03 Nov 05","117.11"
"02 Nov 05","116.82"
"01 Nov 05","116.67"
"31 Oct 05","116.41"
"28 Oct 05","115.63"
"27 Oct 05","115.2"
"26 Oct 05","115.8"
"25 Oct 05","114.65"
"24 Oct 05","115.3"
"21 Oct 05","115.72"
"20 Oct 05","115.48"
"19 Oct 05","115.54"
"18 Oct 05","115.82"
"17 Oct 05","114.84"
"14 Oct 05","114.13"
"13 Oct 05","114.9"
"12 Oct 05","114.35"
"11 Oct 05","114.38"
"10 Oct 05","114.29"
"07 Oct 05","113.82"
"06 Oct 05","113.48"
"05 Oct 05","113.89"
"04 Oct 05","114.2"
"03 Oct 05","114.29"
"30 Sep 05","113.35"
